Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
107,"L Beattie, SD Kyle, CA Espie, SM Biello","Social interactions, emotion and sleep: A systematic review and research agenda",2015,Sleep medicine reviews,Elsevier,https://www.sciencedirect.com/science/article/pii/S1087079214001579,"https://scholar.google.com/scholar?cites=13135354591067606427&as_sdt=2005&sciodt=0,5&hl=en",11,3/9/20 17:32,HTML,,,,,,,,107,21.4,27,4,5,"Sleep and emotion are closely linked, however the effects of sleep on socio-emotional task performance have only recently been investigated. Sleep loss and insomnia have been found to affect emotional reactivity and social functioning, although results, taken together …"
113,"H Joo, H Liu, L Tan, L Gui, B Nabbe…",Panoptic studio: A massively multiview system for social motion capture,2015,Proceedings of the …,openaccess.thecvf.com,http://openaccess.thecvf.com/content_iccv_2015/html/Joo_Panoptic_Studio_A_ICCV_2015_paper.html,"https://scholar.google.com/scholar?cites=3051990792701342480&as_sdt=2005&sciodt=0,5&hl=en",12,3/9/20 17:32,,,,,,,,,113,22.6,19,6,5,We present an approach to capture the 3D structure and motion of a group of people engaged in a social interaction. The core challenges in capturing social interactions are:(1) occlusion is functional and frequent;(2) subtle motion needs to be measured over a space …
107,GA Van Kleef,The interpersonal dynamics of emotion,2016,,books.google.com,https://books.google.com/books?hl=en&lr=&id=gvfUCwAAQBAJ&oi=fnd&pg=PR10&ots=90bIAOwr-a&sig=0BvUyxx3FQmzIr_pYyRJWfTOLos,"https://scholar.google.com/scholar?cites=379183182573448671&as_sdt=2005&sciodt=0,5&hl=en",13,3/9/20 17:32,BOOK,,,,,,,,107,26.75,107,1,4,"Emotions are an elemental part of life-they imbue our existence with meaning and purpose, and influence how we engage with the world around us. But we do not just feel our own emotions; we typically express them in the presence of other people. How do our emotional …"
96,"PAM Van Lange, DP Balliet, CD Parks, M Van Vugt",Social dilemmas: Understanding human cooperation,2014,,books.google.com,https://books.google.com/books?hl=en&lr=&id=KfhMAgAAQBAJ&oi=fnd&pg=PP1&ots=cIg4pMzykR&sig=zYhqlBjUCLsPVbv50F7DWDIH_iQ,"https://scholar.google.com/scholar?cites=1238854934916710405&as_sdt=2005&sciodt=0,5&hl=en",14,3/9/20 17:32,BOOK,,,,,,,,96,16,24,4,6,"One of the key scientific challenges is the puzzle of human cooperation. Why do people cooperate? Why do people help strangers, even sometimes at a major cost to themselves? Why do people want to punish people who violate norms and undermine collective …"
100,"RE Jack, PG Schyns",The human face as a dynamic tool for social communication,2015,Current Biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0960982215006557,"https://scholar.google.com/scholar?cites=6150011390764837996&as_sdt=2005&sciodt=0,5&hl=en",15,3/9/20 17:32,HTML,,,,,,,,100,20,50,2,5,"As a highly social species, humans frequently exchange social information to support almost all facets of life. One of the richest and most powerful tools in social communication is the face, from which observers can quickly and easily make a number of inferences—about …"
88,"AE Skerry, R Saxe",Neural representations of emotion are organized around abstract event features,2015,Current biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0960982215006740,"https://scholar.google.com/scholar?cites=1919706295103245159&as_sdt=2005&sciodt=0,5&hl=en",16,3/9/20 17:32,HTML,,,,,,,,88,17.6,44,2,5,"Research on emotion attribution has tended to focus on the perception of overt expressions of at most five or six basic emotions. However, our ability to identify others' emotional states is not limited to perception of these canonical expressions. Instead, we make fine-grained …"
91,"ME Kret, K Roelofs, J Stekelenburg…","Emotional signals from faces, bodies and scenes influence observers' face expressions, fixations and pupil-size",2013,Frontiers in human …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnhum.2013.00810,"https://scholar.google.com/scholar?cites=7851084252047016121&as_sdt=2005&sciodt=0,5&hl=en",17,3/9/20 17:32,HTML,,,,,,,,91,13,23,4,7,"We receive emotional signals from different sources, including the face, the whole body and the natural scene. Previous research has shown the importance of context provided by the whole body and the scene context on the recognition of facial expressions. This study …"
83,"L Weinberg, WL Eubank",The rise and fall of Italian terrorism,2019,,books.google.com,https://books.google.com/books?hl=en&lr=&id=dxmvDwAAQBAJ&oi=fnd&pg=PT10&ots=ezQ8XOGH1k&sig=Evm1CZf56kaSl5kj4x1mL5Of8oM,"https://scholar.google.com/scholar?cites=13421117292632092925&as_sdt=2005&sciodt=0,5&hl=en",18,3/9/20 17:32,BOOK,,,,,,,,83,83,42,2,1,"Italian democracy may not be as fragile as many of its observers feared or imagined. It has lasted more than twice as long as the Fascist dictatorship that preceded it. Since the end of the Second World War, Italy's citizens and their political leaders have had to overcome …"
86,"MN Shiota, B Campos, C Oveis…",Beyond happiness: building a science of discrete positive emotions.,2017,American …,psycnet.apa.org,https://psycnet.apa.org/record/2017-43854-001,"https://scholar.google.com/scholar?cites=298588079975042474&as_sdt=2005&sciodt=0,5&hl=en",19,3/9/20 17:32,,,,,,,,,86,28.67,22,4,3,"While trait positive emotionality and state positive-valence affect have long been the subject of intense study, the importance of differentiating among several “discrete” positive emotions has only recently begun to receive serious attention. In this article, we synthesize existing …"
72,"EC Nook, KA Lindquist, J Zaki",A new look at emotion perception: Concepts speed and shape facial emotion recognition.,2015,Emotion,psycnet.apa.org,https://psycnet.apa.org/record/2015-19436-001,"https://scholar.google.com/scholar?cites=14673824642248694887&as_sdt=2005&sciodt=0,5&hl=en",20,3/9/20 17:32,,,,,,,,,72,14.4,24,3,5,"Abstract Decades ago, the “New Look” movement challenged how scientists thought about vision by suggesting that conceptual processes shape visual perceptions. Currently, affective scientists are likewise debating the role of concepts in emotion perception. Here …"
64,"J Vangeneugden, MV Peelen, D Tadin…",Distinct neural mechanisms for body form and body motion discriminations,2014,Journal of …,Soc Neuroscience,https://www.jneurosci.org/content/34/2/574.short,"https://scholar.google.com/scholar?cites=9830396009562041987&as_sdt=2005&sciodt=0,5&hl=en",21,3/9/20 17:32,,,,,,,,,64,10.67,16,4,6,"Actions can be understood based on form cues (eg, static body posture) as well as motion cues (eg, gait patterns). A fundamental debate centers on the question of whether the functional and neural mechanisms processing these two types of cues are dissociable …"
61,"DC Ong, J Zaki, ND Goodman",Affective cognition: Exploring lay theories of emotion,2015,Cognition,Elsevier,https://www.sciencedirect.com/science/article/pii/S0010027715300196,"https://scholar.google.com/scholar?cites=11962404571627510945&as_sdt=2005&sciodt=0,5&hl=en",22,3/9/20 17:32,HTML,,,,,,,,61,12.2,20,3,5,"Humans skillfully reason about others' emotions, a phenomenon we term affective cognition. Despite its importance, few formal, quantitative theories have described the mechanisms supporting this phenomenon. We propose that affective cognition involves applying domain …"
60,"N Zieber, A Kangas, A Hock, RS Bhatt",Infants' perception of emotion from body movements,2014,Child development,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/cdev.12134,"https://scholar.google.com/scholar?cites=4787455203769953904&as_sdt=2005&sciodt=0,5&hl=en",23,3/9/20 17:32,,,,,,,,,60,10,15,4,6,"Adults recognize emotions conveyed by bodies with comparable accuracy to facial emotions. However, no prior study has explored infants' perception of body emotions. In Experiment 1, 6.5‐month‐olds (n= 32) preferred happy over neutral actions of actors with …"
55,"L Martinez, VB Falvello, H Aviezer…",Contributions of facial expressions and body language to the rapid perception of dynamic emotions,2016,Cognition and …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/02699931.2015.1035229,"https://scholar.google.com/scholar?cites=9109539319485452821&as_sdt=2005&sciodt=0,5&hl=en",24,3/9/20 17:32,,,,,,,,,55,13.75,14,4,4,Correctly perceiving emotions in others is a crucial part of social interactions. We constructed a set of dynamic stimuli to determine the relative contributions of the face and body to the accurate perception of basic emotions. We also manipulated the length of these …
59,"G Yovel, AJ O'Toole",Recognizing people in motion,2016,Trends in cognitive sciences,Elsevier,https://www.sciencedirect.com/science/article/pii/S1364661316000462,"https://scholar.google.com/scholar?cites=11626145729037083299&as_sdt=2005&sciodt=0,5&hl=en",25,3/9/20 17:32,,,,,,,,,59,14.75,30,2,4,"Natural movements of the face and body, as well as voice, provide converging cues to a person's identity. To date, person recognition has been studied primarily with static images of faces. Face recognition, however, is part of a larger system, whose preeminent goal is to …"
57,"K Evers, J Steyaert, I Noens, J Wagemans",Reduced recognition of dynamic facial emotional expressions and emotion-specific response bias in children with an autism spectrum disorder,2015,Journal of Autism and …,Springer,https://link.springer.com/article/10.1007/s10803-014-2337-x,"https://scholar.google.com/scholar?cites=16470790083035413009&as_sdt=2005&sciodt=0,5&hl=en",26,3/9/20 17:32,,,,,,,,,57,11.4,14,4,5,"Emotion labelling was evaluated in two matched samples of 6–14-year old children with and without an autism spectrum disorder (ASD; N= 45 and N= 50, resp.), using six dynamic facial expressions. The Emotion Recognition Task proved to be valuable demonstrating subtle …"
55,"H Joo, T Simon, X Li, H Liu, L Tan, L Gui…",Panoptic studio: A massively multiview system for social interaction capture,2017,IEEE transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8187699/,"https://scholar.google.com/scholar?cites=16318802822688413364&as_sdt=2005&sciodt=0,5&hl=en",27,3/9/20 17:32,,,,,,,,,55,18.33,8,7,3,We present an approach to capture the 3D motion of a group of people engaged in a social interaction. The core challenges in capturing social interactions are:(1) occlusion is functional and frequent;(2) subtle motion needs to be measured over a space large enough …
53,"C Crivelli, JA Russell, S Jarillo…",The fear gasping face as a threat display in a Melanesian society,2016,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/113/44/12403.short,"https://scholar.google.com/scholar?cites=15312463674442359265&as_sdt=2005&sciodt=0,5&hl=en",28,3/9/20 17:32,,,,,,,,,53,13.25,13,4,4,Theory and research show that humans attribute both emotions and intentions to others on the basis of facial behavior: A gasping face can be seen as showing “fear” and intent to submit. The assumption that such interpretations are pancultural derives largely from …
51,S Beilock,How the body knows its mind: The surprising power of the physical environment to influence how you think and feel,2015,,books.google.com,https://books.google.com/books?hl=en&lr=&id=G_dtAwAAQBAJ&oi=fnd&pg=PA3&ots=1YWDKiNVFv&sig=sKLZVpyOhvLFxAtx0HODGRwypoc,"https://scholar.google.com/scholar?cites=15654843842479417860&as_sdt=2005&sciodt=0,5&hl=en",29,3/9/20 17:32,BOOK,,,,,,,,51,10.2,51,1,5,"“Beilock reveals one intriguing secret after another... That Beilock is supercharged with enthusiasm about her topic is evident and infectious”(Booklist, starred review). The human body is not just a passive device carrying out messages sent by the brain, but rather an …"
45,"KM Krol, P Rajhans, M Missana…",Duration of exclusive breastfeeding is associated with differences in infants' brain responses to emotional body expressions,2015,Frontiers in behavioral …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnbeh.2014.00459,"https://scholar.google.com/scholar?cites=8645125083576872160&as_sdt=2005&sciodt=0,5&hl=en",30,3/9/20 17:32,HTML,,,,,,,,45,9,11,4,5,"Much research has recognized the general importance of maternal behavior in the early development and programming of the mammalian offspring's brain. Exclusive breastfeeding duration, the amount of time in which breastfed meals are the only source of sustenance …"
44,GI Russell,Screen relations: The limits of computer-mediated psychoanalysis and psychotherapy,2018,,books.google.com,https://books.google.com/books?hl=en&lr=&id=eb5aDwAAQBAJ&oi=fnd&pg=PT7&ots=lF0Gs9UN1W&sig=MMUWt9fudl0R9mXcq-UuahFITxM,"https://scholar.google.com/scholar?cites=8325719245309788173&as_sdt=2005&sciodt=0,5&hl=en",31,3/9/20 17:32,BOOK,,,,,,,,44,22,44,1,2,Increased worldwide mobility and easy access to technology means that the use of technological mediation for treatment is being adopted rapidly and uncritically by psychoanalysts and psychoanalytic psychotherapists. Despite claims of functional …
43,"E Gilboa-Schechtman, I Shachar-Lavie",More than a face: a unified theoretical perspective on nonverbal social cue processing in social anxiety,2013,Frontiers in human …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnhum.2013.00904,"https://scholar.google.com/scholar?cites=15926659450762181640&as_sdt=2005&sciodt=0,5&hl=en",32,3/9/20 17:32,HTML,,,,,,,,43,6.14,22,2,7,Processing of nonverbal social cues (NVSCs) is essential to interpersonal functioning and is particularly relevant to models of social anxiety. This article provides a review of the literature on NVSC processing from the perspective of social rank and affiliation …
45,"A Beck, L Cañamero, A Hiolle, L Damiano…",Interpretation of emotional body language displayed by a humanoid robot: A case study with children,2013,International Journal of …,Springer,https://link.springer.com/article/10.1007/s12369-013-0193-z,"https://scholar.google.com/scholar?cites=11811766240467516845&as_sdt=2005&sciodt=0,5&hl=en",33,3/9/20 17:32,,,,,,,,,45,6.43,9,5,7,The work reported in this paper focuses on giving humanoid robots the capacity to express emotions with their body. Previous results show that adults are able to interpret different key poses displayed by a humanoid robot and also that changing the head position affects the …
43,"D Keltner, DT Cordaro",Understanding multimodal emotional expressions: Recent advances in basic emotion theory,2017,The science of facial expression,emotionresearcher.com,http://emotionresearcher.com/wp-content/uploads/2015/08/Keltner-and-Cordaros-Original-Paper-With-Changed-Text-Highlighted.pdf,"https://scholar.google.com/scholar?cites=1258978500007379423&as_sdt=2005&sciodt=0,5&hl=en",34,3/9/20 17:32,PDF,,,,,,,,43,14.33,22,2,3,"August 2015–Basic Emotion Theory has proven to be a highly fruitful yet controversial set of ideas in the science of emotion, generating vigorous debate over the past 30 years (Barrett, Lindquist, & Gendron, 2007; Ekman, 1992; Ortony & Turner, 1990; Russell, 1994). At its core …"
44,"PE Downing, MV Peelen",Body selectivity in occipitotemporal cortex: Causal evidence,2016,Neuropsychologia,Elsevier,https://www.sciencedirect.com/science/article/pii/S0028393215300476,"https://scholar.google.com/scholar?cites=3187338994642616257&as_sdt=2005&sciodt=0,5&hl=en",35,3/9/20 17:32,,,,,,,,,44,11,22,2,4,"Perception of others' bodies provides information that is useful for a number of important social-cognitive processes. Evidence from neuroimaging methods has identified focal cortical regions that are highly selective for perceiving bodies and body parts, including the …"
42,"I Behoora, CS Tucker",Machine learning classification of design team members' body language patterns for real time emotional state detection,2015,Design Studies,Elsevier,https://www.sciencedirect.com/science/article/pii/S0142694X15000289,"https://scholar.google.com/scholar?cites=2379294982384636273&as_sdt=2005&sciodt=0,5&hl=en",36,3/9/20 17:32,,,,,,,,,42,8.4,21,2,5,"Design team interactions are one of the least understood aspects of the engineering design process. Given the integral role that designers play in the engineering design process, understanding the emotional states of individual design team members will help us quantify …"
41,"J Cone, TC Mann, MJ Ferguson","Changing our implicit minds: How, when, and why implicit evaluations can be rapidly revised",2017,Advances in experimental social …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0065260117300229,"https://scholar.google.com/scholar?cites=828522799485254371&as_sdt=2005&sciodt=0,5&hl=en",37,3/9/20 17:32,,,,,,,,,41,13.67,14,3,3,"How easily can our first impressions of others be updated when we learn new, contradictory evidence? We review recent work in the social cognition literature on the ways in which implicit evaluations can be updated in a durable and robust manner. These findings show …"
41,"DH Lee, R Mirza, JG Flanagan…",Optical origins of opposing facial expression actions,2014,Psychological …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0956797613514451,"https://scholar.google.com/scholar?cites=5133533192623476473&as_sdt=2005&sciodt=0,5&hl=en",38,3/9/20 17:32,,,,,,,,,41,6.83,10,4,6,"Darwin theorized that emotional expressions originated as opposing functional adaptations for the expresser, not as distinct categories of social signals. Given that two thirds of the eye's refractive power comes from the cornea, we examined whether opposing expressive …"
39,"M Bretan, G Hoffman, G Weinberg",Emotionally expressive dynamic physical behaviors in robots,2015,International Journal of Human …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1071581915000191,"https://scholar.google.com/scholar?cites=17798208652645997020&as_sdt=2005&sciodt=0,5&hl=en",39,3/9/20 17:32,,,,,,,,,39,7.8,13,3,5,"For social robots to respond to humans in an appropriate manner, they need to use apt affect displays, revealing underlying emotional intelligence. We present an artificial emotional intelligence system for robots, with both a generative and a perceptual aspect. On the …"
39,"AS Won, JN Bailenson…",Automatic detection of nonverbal behavior predicts learning in dyadic interactions,2014,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6827904/,"https://scholar.google.com/scholar?cites=16528378034090810255&as_sdt=2005&sciodt=0,5&hl=en",40,3/9/20 17:32,,,,,,,,,39,6.5,13,3,6,Nonverbal behavior can reveal the psychological states of those engaged in interpersonal interaction. Previous research has highlighted the relationship between gesture and learning during instruction. In the current study we applied readily available computer vision …
34,"D Keltner, J Tracy, DA Sauter, DC Cordaro…",Expression of emotion,2016,Handbook of …,ubc-emotionlab.ca,http://ubc-emotionlab.ca/wp-content/files_mf/handbookofemotionschapterinpress.pdf,"https://scholar.google.com/scholar?cites=9913112002381884887&as_sdt=2005&sciodt=0,5&hl=en",41,3/9/20 17:32,PDF,,,,,,,,34,8.5,7,5,4,"The study of emotional expression has long been the provenance of scientific discovery and heated controversy. It has spurred advances in studies of emotion-related physiology (Matsumoto et al., 2008), mammalian social behavior (Snowdon, 2003), cultural variation in …"
34,"L Rohr, RA Rahman",Affective responses to emotional words are boosted in communicative situations,2015,NeuroImage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811915000464,"https://scholar.google.com/scholar?cites=3443176264745517040&as_sdt=2005&sciodt=0,5&hl=en",42,3/9/20 17:32,,,,,,,,,34,6.8,17,2,5,"Emotional verbal messages are typically encountered in meaningful contexts, for instance, during face-to-face communication in social situations. Yet, they are often investigated by confronting single participants with isolated words on a computer screen, thus potentially …"
53,"LF Barrett, R Adolphs, S Marsella…",Emotional expressions reconsidered: challenges to inferring emotion from human facial movements,2019,… Science in the …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1529100619832930,"https://scholar.google.com/scholar?cites=13258544267910083227&as_sdt=2005&sciodt=0,5&hl=en",43,3/9/20 17:32,,,,,,,,,53,53,13,4,1,"It is commonly assumed that a person's emotional state can be readily inferred from his or her facial movements, typically called emotional expressions or facial expressions. This assumption influences legal judgments, policy decisions, national security protocols, and …"
33,"J Van den Stock, FL De Winter, B de Gelder…",Impaired recognition of body expressions in the behavioral variant of frontotemporal dementia,2015,Neuropsychologia,Elsevier,https://www.sciencedirect.com/science/article/pii/S0028393215300828,"https://scholar.google.com/scholar?cites=7717192418994178832&as_sdt=2005&sciodt=0,5&hl=en",44,3/9/20 17:32,,,,,,,,,33,6.6,8,4,5,Progressive deterioration of social cognition and emotion processing are core symptoms of the behavioral variant of frontotemporal dementia (bvFTD). Here we investigate whether bvFTD is also associated with impaired recognition of static (Experiment 1) and dynamic …
33,"N Zieber, A Kangas, A Hock, RS Bhatt",Body structure perception in infancy,2015,Infancy,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/infa.12064,"https://scholar.google.com/scholar?cites=7080881127199331860&as_sdt=2005&sciodt=0,5&hl=en",45,3/9/20 17:32,,,,,,,,,33,6.6,8,4,5,"Structural cues, such as the relative size and arrangement of parts, are key aspects of adults' representation of human bodies, and they are used to derive significant social information such as age, sex, and attractiveness. Prior studies have not clearly addressed young infants' …"
32,"M Bernstein, J Oron, B Sadeh, G Yovel",An integrated face–body representation in the fusiform gyrus but not the lateral occipital cortex,2014,Journal of cognitive …,MIT Press,https://www.mitpressjournals.org/doi/abs/10.1162/jocn_a_00639,"https://scholar.google.com/scholar?cites=3293774344334408387&as_sdt=2005&sciodt=0,5&hl=en",46,3/9/20 17:32,,,,,,,,,32,5.33,8,4,6,"Faces and bodies are processed by distinct category-selective brain areas. Neuroimaging studies have so far presented isolated faces and headless bodies, and therefore little is known on whether and where faces and headless bodies are grouped together to one …"
31,"N Zieber, A Kangas, A Hock, RS Bhatt",The development of intermodal emotion perception from bodies and voices,2014,Journal of Experimental Child …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022096514000629,"https://scholar.google.com/scholar?cites=14311889790598865890&as_sdt=2005&sciodt=0,5&hl=en",47,3/9/20 17:32,,,,,,,,,31,5.17,8,4,6,"Even in the absence of facial information, adults are able to efficiently extract emotions from bodies and voices. Although prior research indicates that 6.5-month-old infants match emotional body movements to vocalizations, the developmental origins of this function are …"
32,"D Shai, J Belsky",Parental embodied mentalizing: How the nonverbal dance between parents and infants predicts children's socio-emotional functioning,2017,Attachment & human development,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/14616734.2016.1255653,"https://scholar.google.com/scholar?cites=606788235480089673&as_sdt=2005&sciodt=0,5&hl=en",48,3/9/20 17:32,,,,,,,,,32,10.67,16,2,3,"Parental mentalizing–the parent's ability to envision the child's mental states (such as desires, thoughts, or wishes)–has been argued to underlie a parent's ability to respond sensitively to their child's emotional needs, and thereby promote advantageous cognitive …"
30,DA Sauter,The nonverbal communication of positive emotions: An emotion family approach,2017,Emotion Review,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1754073916667236,"https://scholar.google.com/scholar?cites=3367690571228449728&as_sdt=2005&sciodt=0,5&hl=en",49,3/9/20 17:32,,,,,,,,,30,10,30,1,3,"This review provides an overview of the research on nonverbal expressions of positive emotions, organised into emotion families, that is, clusters sharing common characteristics. Epistemological positive emotions (amusement, relief, awe, and interest) are found to have …"
30,T Grossmann,The eyes as windows into other minds: An integrative perspective,2017,Perspectives on Psychological Science,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1745691616654457,"https://scholar.google.com/scholar?cites=16988955271726421865&as_sdt=2005&sciodt=0,5&hl=en",50,3/9/20 17:32,,,,,,,,,30,10,30,1,3,"Eyes have been shown to play a key role during human social interactions. However, to date, no comprehensive cross-discipline model has provided a framework that can account for uniquely human responses to eye cues. In this review, I present a framework that brings …"
