"annotation_id","annotator","assert","certainty","created_at","id","lead_time","note","sentence","task_id","updated_at"
165,"1","0","","2026-07-15T09:58:56.174934Z",10164,45.068,"","Specifically, low Disinhibition via FFM Agreeableness and Conscientiousness as well as low Negative Emotionality or FFM Neuroticism is captured by Alpha/Stability whereas Positive Emotionality or FFM Extraversion is captured by Beta/Plasticity [17,4].","T0024","2026-07-15T09:58:56.174987Z"
166,"1","1","0.5","2026-07-15T09:59:46.326025Z",10165,47.374,"","Liefooghe and colleagues (Liefooghe et al., 2008) concluded that the effect of task-switching on concurrent maintenance of information in working memory did not necessarily rely on specific task reconfiguration processes but instead from a combination of simple and more fundamental attention demanding processes.","T0025","2026-07-15T09:59:46.326080Z"
167,"1","0","","2026-07-15T10:00:26.688657Z",10166,37.947,"","Executives in the moral cleansing mode tend to direct their attention toward the interests and welfare of those who were harmed by their excessive pay (e.g., employees, shareholders, and society in general) (Carnevale & Gangloff, 2023; Shnabel & Nadler, 2008).","T0026","2026-07-15T10:00:26.688705Z"
168,"1","1","1","2026-07-15T10:01:31.949310Z",10167,62.523,"","Another known effect is that if there is a blank in the T1+1 position instead of a distractor, the AB is decreased, but not when it is in the T1+2 position ( Chun & Potter, 1995; Raymond et al., 1992).","T0027","2026-07-15T10:01:31.949361Z"
169,"1","1","0.25","2026-07-15T10:03:41.724077Z",10168,125.536,"","The greater the cognitive ability, the more systematic the information processing whereas the lower the cognitive ability, the higher the possibility of heuristic-based information processing [61].","T0028","2026-07-15T10:03:41.724217Z"
170,"1","0","","2026-07-15T10:04:27.560704Z",10169,42.934,"","The concept was brought to attention by Monin and Miller (2001), and takes into account the fact that a person is able to have behaviors of dubious morality as a result of a first value / moral behavior.","T0029","2026-07-15T10:04:27.560749Z"
171,"1","0","","2026-07-15T10:05:42.501128Z",10170,71.541,"","Dual-process theories (Oberauer, 2008; Yonelinas, 2002) assume that recognition is based on two sources of information: familiarity and recollection.","T0030","2026-07-15T10:05:42.501188Z"
172,"1","1","0","2026-07-15T10:06:42.757454Z",10171,57.503,"","In fact, past perpetration can substantially increase the need of perpetrator group members to be (morally) accepted by the victim group (Shnabel & Nadler, 2008), potentially intensifying the fear of (moral) rejection.","T0031","2026-07-15T10:06:42.757507Z"
173,"1","1","0.75","2026-07-15T10:07:44.447615Z",10172,59.111,"","Indeed, the role of inhibitory control in the AB has also been also demonstrated in a recent bilingual study (Colzato et al., 2008).","T0032","2026-07-15T10:07:44.447663Z"
174,"1","1","0.25","2026-07-15T10:08:52.172240Z",10173,64.341,"","Recent terror management research has found that family c n temper the affect of mortality salience (Cox et al., 2008; Zhou, Liu, Chen, & Yu, 2008).","T0033","2026-07-15T10:08:52.172446Z"
175,"1","1","0.25","2026-07-15T10:09:55.579583Z",10174,59.056,"","For example, late middle childhood appears to be the lower bound for obtaining psychometrically sound self-reports on most trait measures (Allik et al. 2004, Capaldi & Rothbart 1992, De Fruyt et al. 2000, Soto et al. 2008).","T0034","2026-07-15T10:09:55.579634Z"
176,"1","1","0.25","2026-07-15T10:10:49.334263Z",10175,51.18,"","People tend to be more critical of a distant past self than a recent past self (Wilson & Ross, 2001), and research shows that the subjective feeling of temporal distance can be more powerful than actual clock or calendar time (Ross & Wilson, 2002; Wilson & Ross, 2003).","T0035","2026-07-15T10:10:49.334315Z"
177,"1","1","1","2026-07-15T10:11:29.360598Z",10176,37.412,"","These attachments to early caregivers become a proxy for existential safety well into adulthood, protecting individuals from existential anxieties and promoting feelings of self-worth (Cox et al., 2008).","T0036","2026-07-15T10:11:29.360650Z"
178,"1","1","0.25","2026-07-15T10:12:14.175828Z",10177,41.722,"","Findings also suggest that people project their own felt communal responsiveness onto partners, thus perceiving partners to be just as caring and supportive as they themselves are (Lemay & Clark, 2008).","T0037","2026-07-15T10:12:14.175881Z"
179,"1","1","0.75","2026-07-15T10:13:07.045245Z",10178,48.704,"","A growing body of evidence shows that round listing prices (or offers) usually put the seller at a disadvantaged position in negotiations compared to precise listing prices (Janiszewski and Uy 2008; Loschelder, Stuppi, and Trotschel 2014; Mason et al. 2013).","T0038","2026-07-15T10:13:07.045301Z"
180,"1","1","0.75","2026-07-15T10:14:01.601443Z",10179,50.114,"","Schwarz et al. (1985) lieten zien dat de respondent uit de antwoordcategorieën afleidde wat ‘normaal’ was, wat de onderzoeker als antwoord verwachtte.","T0039","2026-07-15T10:14:01.601493Z"
181,"1","1","0","2026-07-15T10:15:06.577255Z",10180,62.487,"","Emotional expressions provide information to wrongdoers that can be used as feedback to make inferences about their past behaviors, and motivate them to correct their future behavior (Van Kleef 2009).","T0040","2026-07-15T10:15:06.577308Z"
182,"1","1","0.5","2026-07-15T10:16:03.133057Z",10181,53.995,"","Amodio et al. (2008) found that, compared to other individuals, high IMS–low EMS individuals showed heightened conflict detection following stereotypical errors on the Weapons Identification Task (Payne, 2001).","T0041","2026-07-15T10:16:03.133106Z"
183,"1","1","0","2026-07-15T10:17:01.010855Z",10182,54.719,"","Prior research based on single goal contexts suggests that it is critical to engage in background monitoring to prevent interference and proactively detect task-irrelevant stimuli that may lead to interruptions (Goschke & Dreisbach, 2008).","T0042","2026-07-15T10:17:01.010904Z"
184,"1","1","1","2026-07-15T10:17:51.577396Z",10183,43.077,"","For example, lay theories regarding other people do not view them as evolving into better people (Ross & Wilson, 2002).","T0043","2026-07-15T10:17:51.577456Z"
185,"1","0","","2026-07-15T10:18:39.983110Z",10184,44.565,"","As expected, and in accordance with Janssen et al. (2008), we obtained a robust frequency effect in immediate naming, which disappeared in delayed naming (Frequency SOA interaction in the analysis of naming latencies): F1(1, 30) 39.58, p .001, MSE 1,608.33; F2(1, 38) 11.75, p .01, MSE 6,712.10.","T0044","2026-07-15T10:18:39.983165Z"
186,"1","1","0.5","2026-07-15T10:39:27.848806Z",10185,51.101,"","Additionally, Mundy et al. (2007) suggest that comparison driven differentiation is the result of short term adaptation or habituation and Mitchell et al. (2008) assert that higher level memory mechanisms are involved in the representation of a stimulus.","T0045","2026-07-15T10:39:27.848863Z"
187,"1","1","0.75","2026-07-15T10:40:27.078271Z",10186,48.843,"","Experimental studies have demonstrated the effect of reference point formation on effort provision ((Abeler et al., 2011)), the pricing of securities ((Kahneman et al., 1991)) and consumer products ((Ericson and Fuster, 2011)).","T0046","2026-07-15T10:40:27.078335Z"
188,"1","1","0.5","2026-07-15T10:41:05.387795Z",10187,35.137,"","On the one hand, Rule and Ambady (2008) found inferences from CEOs’ facial appearance do not only provide information about objective performance but are also significantly related to company profits.","T0047","2026-07-15T10:41:05.387851Z"
189,"1","0","","2026-07-15T10:41:45.998342Z",10188,38.336,"","A conceptual metaphor mapping is typically unidirectional [40] and moves from a concrete or physical source to a more abstract target [9,24,40] (Fig.","T0048","2026-07-15T10:41:45.998395Z"
190,"1","1","1","2026-07-15T10:42:40.188582Z",10189,50.768,"","This also supports the idea that differences in measurement alone cannot account for the automatic–reflective distinction (e.g., Cunningham et al., 2001; Greenwald & Farnham, 2000; Hofmann et al., 2005; Nosek & Smith, 2007; Payne et al., 2008; Schultheiss, Yankova, Dirlikov, & Schad, 2009).","T0049","2026-07-15T10:42:40.188634Z"
191,"1","0","","2026-07-15T10:43:19.407514Z",10190,33.557,"","In turn, this idea led to the theory (Vul and Pashler, 2008) that when we observe the wisdom of the crowd, what we are witness to is not a phenomenon working on a judgment distribution formed by people who are certain, and who would form the same distribution if asked to judge again.","T0050","2026-07-15T10:43:19.411994Z"
192,"1","1","1","2026-07-15T10:44:29.730832Z",10191,39.664,"","It is interesting to note that related speech produced more intrusions from the irrelevant speech when presented during the presentation phase of the task in comparison to the test phase of the task in the study by Marsh et al. (2008).","T0051","2026-07-15T10:44:29.730888Z"
193,"1","1","0.5","2026-07-15T10:48:01.964061Z",10192,39.816,"","Some of them found a negative (e.g., Soto et al., 2008) correlation, and others a positive correlation (e.g., Costello & Roodenburg, 2015; Meisenberg & Williams, 2008) between these two variables.","T0052","2026-07-15T10:48:01.964078Z"
194,"1","0","","2026-07-15T10:48:31.294268Z",10193,26.875,"","To test this, we calculated the benefit of averaging by subtracting the square error of average estimates from the square error of first estimates (similar procedures have been used before; Herzog & Hertwig, 2009; Steegen et al., 2014; Vul & Pashler, 2008).","T0053","2026-07-15T10:48:31.294296Z"
195,"1","1","0","2026-07-15T10:49:10.185143Z",10194,37.534,"","They concluded that subjects answering the scale might be using the response alternatives as a comparison for their answer instead of the actual meaning of hours in the options [18].","T0054","2026-07-15T10:49:10.185167Z"
196,"1","1","0","2026-07-15T10:49:43.363182Z",10195,31.473,"","In other circumstances, the unchosen option can (slightly or heavily) attract the hand movement, and so the curvature of trajectories increases (Grant & Spivey, 2003; McKinstry et al., 2008; Song & Nakayama, 2009).","T0055","2026-07-15T10:49:43.363210Z"
197,"1","0","","2026-07-15T10:50:23.348724Z",10196,36.485,"","In this paper I argue that among the psychological roots of this lack of confidence there is a kind of intuitive thinking that can be traced back to a specific superstitious belief: the superstitious belief that “it is bad luck to tempt fate” (Risen & Gilovich, 2007, 2008).","T0056","2026-07-15T10:50:23.348759Z"
198,"1","1","0.25","2026-07-15T10:51:07.169704Z",10197,42.392,"","For instance, it has been suggested that there is no clear dissociation between explicit and implicit memory systems (Berry et al. 2008; Dew and Cabeza 2011) and that consciousness does not always accompany episodic memory retrieval (Hannula and Ranganath 2009; Henke 2010).","T0057","2026-07-15T10:51:07.169730Z"
199,"1","1","0.25","2026-07-15T10:51:44.863632Z",10198,35.246,"","Ifcher and Zarghamee (2011) finds a positive effect on time preferences—happier people tend to be more patient.","T0058","2026-07-15T10:51:44.863665Z"
200,"1","1","0.5","2026-07-15T10:52:23.373829Z",10199,36.471,"","In contrast, Janssen et al. (2008) obtained semantic interference in delayed naming when participants had to decide between naming the picture or reading the distractor word aloud depending on its ink colour.","T0059","2026-07-15T10:52:23.373862Z"
201,"1","1","1","2026-07-15T10:53:01.444702Z",10200,36.217,"","In this respect, tests administered to samples of low educational levels, low intelligence or adolescents and pre-adolescents have the worst fi ts to the fi ve factor model of personality (Meisenberg & Williams, 2008; Rammstedt et al., 2010; Rammstedt & Kemper, 2011; Soto et al., 2008).","T0060","2026-07-15T10:53:01.444724Z"
202,"1","1","0.5","2026-07-15T10:53:37.632420Z",10201,34.26,"","Finally, Ifcher and Zarghamee (2011) find that inducing mild positive affect using a video clip leads to more patient decisions involving income receipt over time.","T0061","2026-07-15T10:53:37.632462Z"
203,"1","1","1","2026-07-15T10:54:22.428346Z",10202,42.654,"","Similarly, holding a heavy (vs. light) Frontiers in Psychology | www.frontiersin.org July 2015 | Volume 6 | Article 9402 object heightens the perceived significance of an object or the weight of a topic (Jostmann et al., 2009; Schneider et al., 2011).","T0062","2026-07-15T10:54:22.428371Z"
204,"1","1","0.75","2026-07-15T10:55:34.557847Z",10203,69.256,"","Goff, Steele, and Davies (2008) show that whites experience a lot of anxiety about 41 appearing racist and that this effect is lessened only when they can perceive the interaction as a safe, learning opportunity.","T0063","2026-07-15T10:55:34.557875Z"
205,"1","0","","2026-07-15T10:56:15.959318Z",10204,39.53,"","However, as we show later, encoding conditions exist in which SOB and C-SOB predict a nonmonotonic rather than a monotonic primacy gradient.","T0064","2026-07-15T10:56:15.959350Z"
206,"1","1","0.75","2026-07-15T10:57:51.449332Z",10205,93.35,"","It has been demonstrated that the self-inferences that participants make can then influence later self-judgments—for example, “I might not do well in school this term” (Haddock, 1998; Olson & Ross, 1984; Schwarz et al., 1985; Schwarz & Scheuring, 1989).","T0065","2026-07-15T10:57:51.449359Z"
207,"1","0","","2026-07-15T10:58:50.735319Z",10206,56.734,"","Since C-SOB appears to be the only existing theory that provides a principled, quantitative account of the mixed-sequence advantage, we conclude that in verbal short-term memory item similarity effects involve a combination of similarity-sensitive encoding and similarity-sensitive retrieval.","T0066","2026-07-15T10:58:50.735344Z"
208,"1","0","","2026-07-15T10:59:31.666179Z",10207,39.45,"","Physicians are commonly assumed to be better informed than their patients (e.g., Dulleck and Kerschbamer, 2006; Dulleck et al., 2011), allowing for moral hazard (e.","T0067","2026-07-15T10:59:31.666206Z"
209,"1","1","1","2026-07-15T11:00:15.311652Z",10208,41.556,"","Murray et al. (2008), people with low self-esteem prioritize self-protection goals in close relationships.","T0068","2026-07-15T11:00:15.311668Z"
210,"1","0","","2026-07-15T11:01:08.485351Z",10209,51.365,"","Second, patients lack the expertise to assess service quality independently because medical services are typical credence goods [14], and the inherent information asymmetry makes it difficult for patients to evaluate the utility of these services both before and after consumption [55].","T0069","2026-07-15T11:01:08.485376Z"
211,"1","1","0.75","2026-07-15T11:01:52.824820Z",10210,42.708,"","Existing research has shown that positive, pleasant and successful experiences are stored temporally closer to the present (Dickson & Bates, 2005; Ross & Wilson, 2002).","T0070","2026-07-15T11:01:52.824851Z"
212,"1","1","0.5","2026-07-15T11:02:30.623083Z",10211,36.059,"","Such age-related changes in constructing the future have been correlated with episodic (e.g., memory deficits, Addis et al., 2008) and non-episodic factors (e.g., narrative style, Gaesser et al., 2011).","T0071","2026-07-15T11:02:30.623112Z"
213,"1","1","0.25","2026-07-15T11:03:30.002233Z",10212,54.347,"","In situations that put trust in the partner’s caring in question, unfulfilled desires for connection should heighten low self-esteem people’s attention to internal cues that suggest connecting to the partner is still possible (DeWall, Maner, & Rouby, 2009; Gardner, Pickett, & Brewer, 2000; Murray et al., 2008).","T0072","2026-07-15T11:03:30.002259Z"
214,"1","1","0.5","2026-07-15T11:05:57.826877Z",10213,121.914,"","Förster, Liberman, and Kuschel (2008) proposed that since high level construals facilitate the use of broad inclusive categories, such construals should make one likely to include the context and the target in the same category, with assimilation as a result.","T0073","2026-07-15T11:05:57.826900Z"
215,"1","1","1","2026-07-15T11:06:52.068654Z",10214,50.977,"","The varying degrees of involvement determine a consumer’s route choice when processing information, according to Cacioppo et al. (1983).","T0074","2026-07-15T11:06:52.068688Z"
216,"1","1","0.75","2026-07-15T11:07:40.713979Z",10215,45.965,"","Indeed, a great deal of research has shown, for example, that whether responses or preferences are assessed with different formats or endpoint labeling can bias judgments in systematic ways (Fischer and Hawkins 1993; Schwarz et al. 1985; Slovic, Griffin, and Tversky 1990; Spence 1990; Thomas and Kyung 2019).","T0075","2026-07-15T11:07:40.714011Z"
217,"1","0","","2026-07-15T11:08:33.045019Z",10216,50.36,"","In the previous section, we discussed how we set up the experiment resembling the design by Kirchler et al. (2012).","T0076","2026-07-15T11:08:33.045052Z"
218,"1","1","1","2026-07-15T11:09:44.679857Z",10217,70.05,"","By contrast, if a past self is evaluated negatively, people often try to contrast away from it by construing their past self as dissimilar to their present self (e.g., Ross & Wilson, 2002; Wilson et al., 2009; Wilson & Ross, 2001).","T0077","2026-07-15T11:09:44.679875Z"
219,"1","0","","2026-07-15T11:10:38.582945Z",10218,52.196,"","This is because the information to be expressed in the noun and in the adjective is presented in the same location and is therefore likely to be attended in parallel (e.g., DeSchepper & Treisman, 1996; Roelofs, 2008b; Wühr & Frings, 2008).","T0078","2026-07-15T11:10:38.582978Z"
220,"1","1","1","2026-07-15T11:11:36.977526Z",10219,56.245,"","Finally, numeric group representation directly affects collective and intergroup outcomes, such as trust [14] and intergroup integration preferences [38].","T0079","2026-07-15T11:11:36.977546Z"
221,"1","1","0","2026-07-15T11:12:48.052374Z",10220,66.449,"","Tversky and Kahneman (1973, 1974) have suggested that ideas that come to mind first or most easily may influence judgment.","T0080","2026-07-15T11:12:48.052396Z"
222,"1","1","1","2026-07-15T11:13:52.000875Z",10221,61.464,"","Parental, spousal, romantic, and friendly relationships act as buffering mechanisms against death anxiety (Cox et al., 2008; Florian et al., 2002; Mikulincer et al., 2003), so it is reasonable to assume that the therapeutic dyad also acts as a potential factor in the diminishment of death anxiety.","T0081","2026-07-15T11:13:52.000907Z"
223,"1","0","","2026-07-15T11:14:41.493326Z",10222,47.39,"","But the ostraphobia (Eriksson & Simpson, 2011) and last place aversion (Kuziemko et al., 2011) arguments on which we based our predictions posit an aversion to being alone at the bottom of a rank or distribution.","T0082","2026-07-15T11:14:41.493350Z"
224,"1","1","0.5","2026-07-15T11:15:32.454652Z",10223,48.848,"","Masicampo and Baumeister (2008) found the effect of a sugary drink was greatest when both groups started with lower glucose levels, and the Stroop test depletes glucose (Gailliot et al., 2007).","T0083","2026-07-15T11:15:32.454685Z"
225,"1","1","0.5","2026-07-15T11:16:19.467307Z",10224,43.217,"","This finding is consistent with that of Fischer et al. (2008), who report that the effect of selective exposure is more pronounced when more signals are available.","T0084","2026-07-15T11:16:19.467330Z"
226,"1","1","0.25","2026-07-15T11:20:44.437151Z",10225,261.405,"","Even more important for the current set of studies is that one of the effects that failed to replicate was the impact of the American flag on conservatism 69 (re: Carter et al., 2011a).","T0085","2026-07-15T11:20:44.437173Z"
227,"1","0","","2026-07-15T11:21:17.889900Z",10226,30.549,"","Thus, with regard to the critical delayed naming condition, we obtained the same data pattern with the English materials taken from Janssen et al. (2008) as we had observed with German materials in Experiments 1 through 4.","T0086","2026-07-15T11:21:17.889930Z"
228,"1","1","0.75","2026-07-15T11:24:07.903131Z",10227,67.59,"","For instance, Chartrand and Bargh (1996) demonstrated that a general impression formation goal could be primed; Albarracin et al. (2008) also demonstrated that activating general action or inaction goals influenced behavioral outcome (doodling on a piece of paper) as well as cognitive outcomes (recall performance; problem solving).","T0087","2026-07-15T11:24:07.903148Z"
229,"1","1","0.5","2026-07-15T11:24:53.086061Z",10228,41.625,"","Some studies, which more directly manipulated attention, have shown that when attention is directed away, ensemble coding of low-level features can still be established [4, 12, 13].","T0088","2026-07-15T11:24:53.086084Z"
230,"1","1","0","2026-07-15T11:27:57.548698Z",10229,182.628,"","Essentially, the idea is that a non-conflict process such as contingency learning will not be merely additive with conflict-induced ones (Schmidt & Besner, 2008) but its availability in MI conditions may actually determine whether conflict-induced processes are used at all in those conditions.","T0089","2026-07-15T11:27:57.548752Z"
231,"1","1","0.25","2026-07-15T11:28:42.602975Z",10230,41.735,"","Given the experimental evidence indicating mild positive affect reduces time preference with respect to money (Ifcher and Zarghamee 2011) and the link between physical activity and psychological well-being, it is crucial to control for some measure of psychological well-being.","T0090","2026-07-15T11:28:42.603001Z"
232,"1","1","1","2026-07-15T11:31:26.252465Z",10231,162.017,"","The tendency to perceive similarity between oneself and one’s close partners is motivated by a desire to feel positively about one’s close relationships in the face of an imperfect reality (Lemay & Clark, 2008; Murray et al., 2002).","T0091","2026-07-15T11:31:26.252487Z"
233,"1","1","0","2026-07-15T11:32:24.350533Z",10232,56.143,"","In fact, sad or negative endings may enhance meaningfulness, and thereby appreciation, by encouraging rumination of one’s mortality (Ersner-Hershfield et al., 2008; Hofer, 2013).","T0092","2026-07-15T11:32:24.350565Z"
234,"1","0","","2026-07-15T11:33:00.039980Z",10233,32.013,"","Importantly, the assumption that contingency learning is the only source of PC effects (Schmidt & Besner, 2008) implies that no PC effects should be observed in PC manipulations that control for contingency learning operations.","T0093","2026-07-15T11:33:00.040016Z"
235,"1","1","0.5","2026-07-15T11:35:46.798435Z",10234,161.685,"","Interestingly, similar to studies of recognition memory, recall performance in aging has been characterized by loss of specific details and emphasis on information that capture the central idea of an experience (Addis et al. 2008).","T0094","2026-07-15T11:35:46.798457Z"
236,"1","1","0.5","2026-07-15T11:36:18.642354Z",10235,26.749,"","In particular, the need for agency, has been found to be deprived in group members that suffered from violent or structural forms of victimization 16–18 .","T0095","2026-07-15T11:36:18.642378Z"
237,"1","0","","2026-07-15T11:38:37.615779Z",10236,70.718,"","An alternative way to capture future thinking is to use performance-based assessments that capture the quality of each individual future thought imagined, as often done within cognitive psychology (e.g., Addis et al., 2008; Levine et al., 2002).","T0096","2026-07-15T11:38:37.615795Z"
238,"1","0","","2026-07-15T11:39:02.425508Z",10237,21.955,"","For instance, participants in three of the five experiments reported by Caruso et al. (2013) may have been more inclined to have positive views about money because they were enrolled at the University of Chicago, an institution with a reputation for achievements in economics.","T0097","2026-07-15T11:39:02.425531Z"
239,"1","1","0.5","2026-07-15T11:40:37.826748Z",10238,78.997,"","For instance, Alvarez and Oliva (2008) asked subjects to perform a difficult multiple-object tracking task and found that observers were much more accurate at localizing the centroid of the distracter objects than reporting on the position of any individual distracter.","T0098","2026-07-15T11:40:37.826769Z"
240,"1","0","","2026-07-15T11:42:16.080496Z",10239,48.591,"","We argue that LGBTQ + individuals will be more attracted to organizations with an identity-conscious approach compared to an identity-blind approach because this will signal a more identity safe environment to them (Chaney et al., 2016; Howansky et al., 2021; Purdie-Vaughns et al., 2008).","T0099","2026-07-15T11:42:16.080520Z"
241,"1","1","0.25","2026-07-15T11:43:28.841034Z",10240,39.624,"","When elaboration is relatively moderate, the multiple roles framework suggests that variables will likely influence the amount of processing, such as was observed when important values were paired with a message (Blankenship & Wegener, 2008).","T0100","2026-07-15T11:43:28.841067Z"
242,"1","0","","2026-07-15T11:44:14.310117Z",10241,34.683,"","Communicating explicitly that diversity is valued is another strategy that can lessen stereotype threat and promote inclusivity (10).","T0101","2026-07-15T11:44:14.310148Z"
243,"1","0","","2026-07-15T11:45:03.816231Z",10242,39.949,"","This perception of precarious positionality within and between groups may activate fears of being in last place (i.e., last place aversion 19 ) and may stoke a general sense of victimization that others have argued can lead to hierarchy-enhancing efforts 20,21 .","T0102","2026-07-15T11:45:03.816262Z"
244,"1","1","0.75","2026-07-15T11:45:51.330771Z",10243,41.578,"","Similarly, studies measuring hand and eye movements show that attitudes and preferences are dynamically constructed over the course of a trial (20, 29, 30).","T0103","2026-07-15T11:45:51.330794Z"
245,"1","1","0.5","2026-07-15T11:47:55.170444Z",10244,110.879,"","Alvarez and Oliva (2008) even found that all presented items had to be included in their average to achieve the observed precision of observers ’ averaging performance.","T0104","2026-07-15T11:47:55.170477Z"
