"annotation_id","annotator","assert","certainty","created_at","id","lead_time","note","sentence","task_id","updated_at"
62,"1","1","0.5","2026-07-15T12:00:32.538662Z",195,11.336,"""found that forgetting can be repeatedly induced and eliminated""为中性报告遗忘的可塑性特征","In one study, Demany et al. (2008) suggested that there may be an auditory equivalent of iconic memory, a high-capacity auditory memory storing raw spectral information.","T0119","2026-07-15T12:00:32.538677Z"
63,"1","1","1","2026-07-15T12:00:46.761854Z",196,28.239,"""might map better onto explicit evaluations given their similarity in structure""为谨慎暗示，转述信任博弈与明确评价的潜在关联","Consumers who rate high in need for cognition expend more cognitive effort and recall more about messages than those who score low in need for cognition (Cacioppo et al., 1983).","T0120","2026-07-16T07:31:15.855075Z"
64,"1","1","1","2026-07-15T12:00:59.429618Z",197,37.585,"""found that personality questionnaires may be challenging to comprehend for youths""为肯定语气","It is now well established that varying the proportion of congruent and incongruent trials encountered over the course of an experiment influences performance in interference tasks (Jacoby et al., 2003; Logan & Zbrodoff, 1979; Schmidt & Besner, 2008).","T0121","2026-07-16T07:31:42.370179Z"
65,"1","1","0.5","2026-07-15T12:01:11.789707Z",198,36.677,"""show that individuals with depleted self-regulatory resources engage in more confirmatory information processing""为肯定语气（与T0006标注一致）","However, older adults’ episodic future thoughts have been found to be less detailed and specific compared with their younger counterparts (Addis et al., 2008).","T0122","2026-07-16T07:32:11.869405Z"
66,"1","1","1","2026-07-15T12:01:29.355208Z",199,30.334,"""has been observed only with spaced repetitions""为中性报告序列强度效应的发生条件","Consistent with existing literature, clothing style plays an important role in the perception of sexual intent (Abbey et al., 1987; Farris et al., 2008).","T0123","2026-07-16T07:32:32.879858Z"
67,"1","1","1","2026-07-15T12:01:37.320977Z",200,22.930999999999997,"	 公式推导，不属于经验研究结论转述","Furthermore, people are sometimes motivated to increase unpleasant emotions (e.g., Tamir & Ford, 2009; Tamir et al., 2008).","T0124","2026-07-16T07:32:50.160230Z"
68,"1","1","1","2026-07-15T12:01:48.859418Z",201,26.665,"""response latency is longer at the beginning of groups""为中性报告组块启动的反应时特征","It is well established that initial and final stimuli are represented better in memory then those in between (Monsell, 1978; Oberauer, 2008; Ratcliff & Murdock, 1976).","T0125","2026-07-16T07:33:10.068242Z"
69,"1","1","0.5","2026-07-15T12:02:00.526064Z",202,9.754,"""global visual processing is thought to enable radiologists to sense the possible abnormality""为中性报告放射科医生的整体加工优势","Indeed, previous research suggests that manipulating psychological distance metacognitively could accomplish this (Alter & Oppenheimer, 2008).","T0126","2026-07-15T12:02:00.526081Z"
70,"1","0","","2026-07-15T12:02:10.835243Z",203,26.292,"""'dual learning' of both the correct responses and errors may occur in Hebb repetition tasks""为谨慎暗示，转述Hebb重复任务的潜在学习机制","To promote gender equality in science, it is important that the media ’ s portrayal of women in STEM serves as a counter-stereotype to the notion that women are ill-ﬁ tted for STEM ﬁ elds (e.g., Carli et al., 2016; Leslie et al., 2015; Nosek et al., 2002).","T0127","2026-07-16T07:33:42.644264Z"
71,"1","1","1","2026-07-15T12:02:27.924198Z",204,28.715,"	 同T0021/T021，直接报告基线和处理组的捐赠率结果，中性语气","They concentrate on just one attribute (e.g. the lowest price), use only partial information, succumb to the dominance effect, or simply preserve the status quo and do not make a selection (Masicampo & Baumeister, 2008).","T0128","2026-07-16T07:33:59.694527Z"
72,"1","1","0.5","2026-07-15T12:02:37.426755Z",205,8.528,"""examined visual attention to Black faces with either happy or neutral expressions""为中性报告研究内容，隐含关注外动机对注意的影响结论","According to the extended contact hypothesis learning that an ingroup member has a close relationship with an outgroup member can vicariously improve one’s own attitudes towards the outgroup (Wright, IMAGINED CONTACT 191 Aron, McLaughlin-Volpe, & Ropp, 1997).","T0129","2026-07-15T12:02:37.426771Z"
73,"1","1","0.75","2026-07-15T12:02:53.002690Z",206,24.677,"同T0026/T026，中性报告道德净化模式下高管的注意偏向","Ample research has already shown that when people are in a more deliberative mindset, they show very different judgment and decision-making processes (e.g. Frederick, 2005; Stanovich & West, 2000, 2008).","T0130","2026-07-16T07:34:34.299212Z"
74,"1","1","0.5","2026-07-15T12:03:13.785853Z",207,16.013,"""can expose the degree of attraction towards an option which was not eventually chosen""为中性报告手部/鼠标轨迹的行为学意义","For example, a previous study argued that it takes less attention to perceive statistical properties [6], and another study made a more explicit claim that it is “cost-free” to perceive the statistical summary of stimuli that are out of attentional focus [8].","T0131","2026-07-15T12:03:13.785870Z"
75,"1","0","","2026-07-15T12:03:25.068684Z",208,29.811999999999998,"	 ""may have been similarly and increasingly struck by the powerful cues""为谨慎暗示，转述毕业前的情境线索影响","Lei et al. [2001] achieve a similar purpose by preventing subjects from reselling their assets.","T0132","2026-07-16T07:35:09.835979Z"
76,"1","1","1","2026-07-15T12:03:49.267748Z",209,47.18600000000001,"	 ""learning goals tend to make people partner-focused...whereas performance goals tend to produce self-focus""为中性报告不同目标的互动差异","Furthermore, extraversion and agreeableness showed a balanced percentage of participants with lower and higher values for the RC indices, but conscientiousness presented the largest difference (more than a 30% decrease and less than a 2% increase).","T0133","2026-07-16T07:35:36.748351Z"
77,"1","1","0.75","2026-07-15T12:04:04.939012Z",210,32.283,"""yield phonological facilitation effects on naming target pictures""为中性报告语境图片的音韵促进效应","Vuilleumier, Schwartz, Duhoux, Dolan, and Driver (2005) and Butler and Klein (2009) found evidence of pure implicit memory using a rapid serial visual presentation (RSVP) procedure at encoding.","T0134","2026-07-16T07:35:55.638274Z"
78,"1","1","1","2026-07-15T12:04:15.585888Z",211,25.774,"""selecting specific means is the hallmark of general goals""为中性报告一般目标的特征","Nondominant groups experience threats to power and status, whereas dominant groups experience threats to moral identity (Shnabel & Nadler, 2008).","T0135","2026-07-16T07:36:13.307318Z"
79,"1","0","","2026-07-15T12:04:23.139379Z",212,22.012,"	 ""The priming effect was not statistically significant and in the opposite direction""为中性报告启动效应的复制失败结果","People may be thinking about TIME as SPACE when talking about pushing long meetings back.","T0136","2026-07-16T07:36:29.872569Z"
80,"1","1","1","2026-07-15T12:04:33.660067Z",213,28.921,"	 ""led to higher levels of arousal, which in turn reduced perceived temporal distance""为中性报告红色""会议""词的启动效应","This is because more distant (closer) stimuli cause people to have higher (lower) levels of construal, regardless of whether the psychological distance is physical, temporal, social, or probabilistic (Alter and Oppenheimer 2008; Trope, Liberman, and Wakslak 2007).","T0137","2026-07-16T07:36:50.337965Z"
81,"1","1","0.75","2026-07-15T12:04:40.737993Z",214,42.525999999999996,"法语内容：""信息可以被系统整合并加工，独立于其产生方式""，为中性报告研究结论","Relatedly, Farrell (2008) recently reported an isolation effect in forward serial recall in one experiment (but not in another similar one) in which people had to explicitly group the list on some trials and had to recall the timing of input items (rather than their identity) on some other trials.","T0138","2026-07-16T07:37:28.064076Z"
82,"1","1","0.75","2026-07-15T12:04:48.328828Z",215,41.940999999999995,"	 ""intention deactivation failures are a relatively direct indication of how individuals balance the trade-off""为中性报告意向去激活失败的指标意义","There also exists strong evidence for the measure’s predictive validity because it predicts judgment and behavioral outcomes above and beyond self-report measures (Payne et al., 2008, 2009; Payne, McClernon, & Dobbins, 2007).","T0139","2026-07-16T07:38:04.221789Z"
83,"1","1","0.75","2026-07-15T12:05:05.858500Z",216,37.989,"""found that the first decision affects the second one and that if an individual chooses a male the first time, they prefer to choose a female when making the second decision""为中性报告连续招聘决策的补偿效应","Chen and Chen (2011) show that ingroup identification influences equilibrium selection in minimum-effort games.","T0140","2026-07-16T07:38:30.991001Z"
84,"1","1","0.5","2026-07-15T12:05:13.770624Z",217,27.556,"	 ""may increase""为试探性语气，转述买方支付意愿的潜在变化","Previous studies have posited that this domain would cover the facets most bound by psychological maturity in youth (Mervielde, Buyst, & De Fruyt, 1995; Soto et al., 2008).","T0141","2026-07-16T07:38:52.999529Z"
85,"1","1","1","2026-07-15T12:05:23.684417Z",218,21.354999999999997,"	 ""these effects are not limited to humans...can be mitigated by improving self-control or increasing blood glucose""为中性报告自我控制的跨物种普遍性及调节因素","Individuals with exhausted mental resources experience greater difﬁ-culty with deliberation and rule-based analyses (DeWall, et al., 2008; Masicampo & Baumeister, 2008).","T0142","2026-07-16T07:39:11.458020Z"
86,"1","1","1","2026-07-15T12:05:38.890509Z",219,29.311999999999998,"	 ""point out that people seem to be loss averse around their expected outcomes""为中性报告预期依赖的损失厌恶特征","Third, the probability of explosion in the classic BART increases with each successful pump (Pleskac, 2008).","T0143","2026-07-16T07:39:29.867008Z"
87,"1","1","0.75","2026-07-15T12:05:50.493143Z",220,32.176,"""several interventions are effective in reducing intergroup biases""为中性报告群际偏见干预的有效性","On the contrary, there is ample evidence to show that even effortful, persistent, and highly conscious and controlled attempts to solve logical problems can produce strong biases (Fiedler, 2008; Le Mens & Denrell, 2011) of the same type as the classical heuristics (e.","T0144","2026-07-16T07:39:52.904497Z"
88,"1","1","1","2026-07-15T12:05:57.882966Z",221,26.203000000000003,"	 ""has been suggested that mechanisms related to monitoring and goal maintenance might underpin""为谨慎暗示，转述双语者注意优势的潜在机制","That is, semantically unrelated targets elicited the spatial interference effect (Bergen et al., 2007; Estes et al., 2008; Gozli et al., 2013; Richardson et al., 2003; Verges & Duffy, 2009).","T0145","2026-07-16T07:40:14.114800Z"
89,"1","1","0.75","2026-07-15T12:06:08.177790Z",222,21.393,"""provides further indication that decision making might not be its own a single, clear-cut phase""为谨慎暗示，转述决策与执行的连续性特征","A study 14 indicated that by providing a timespan between two estimates (e.g. 2 weeks), people can exploit the wisdom of the inner crowd.","T0146","2026-07-16T07:40:30.121180Z"
90,"1","0","","2026-07-15T12:06:17.898365Z",223,52.836,"	 ""who showed that people employ spatial metaphors to represent time both cognitively and linguistically""为肯定语气","Rugg, 1941; Schwarz et al, 1985), we know that question wording and response format affect responses even within one mode; for an overview, see Sudman et al (1974). Therefore, changing the question format when changing mode may add to the net effect of mode and result in considerable overall differences between modes in mixed mode surveys (cf.","T0147","2026-07-16T07:41:15.300825Z"
91,"1","1","1","2026-07-15T12:06:28.866211Z",224,26.884999999999998,"	 ""judgments may be formed not only on the basis of content information, but also on the basis of the ease or difficulty associated with the retrieval of information""为中性报告可得性启发式与提取流畅性的判断依据","Gill and Prowse (2016) find a negative association between neuroticism and performance in a repeated p-beauty contest game, Al-Ubaydli et al.","T0148","2026-07-16T07:41:36.134836Z"
92,"1","1","0.5","2026-07-15T12:06:39.309581Z",225,6.863,"""argued that the perceived prestige of authors plays a role in how statements are assessed""为中性报告作者声望对观点评估的影响","However, recent studies have cast doubt on the validity of this dissimilar immunity finding (Farrell, 2006; Farrell & Lewandowsky, 2003; Lewandowsky & Farrell, 2008a).","T0149","2026-07-15T12:06:39.309605Z"
93,"1","1","0.5","2026-07-15T12:06:49.799639Z",226,9.645,"	 ""mispricing is caused by subjects’ confusion about the declining fundamental value""为中性报告资产错误定价的成因","On the other hand, as with White third-party observers, studies of moral attribution and licensing suggest that Black people may perceive this behavior as honest criticism meant to help not harm the group and thus may reward the candidate (Monin and Miller 2001).","T0150","2026-07-15T12:06:49.799655Z"
94,"1","1","0.5","2026-07-15T12:06:58.037652Z",227,6.262,"""reduce persistence and effort when they serve to excuse failure""为中性报告上行反事实思维的功能","First, counterparts’ emotions may evoke reciprocal or complementary emotions (Friedman et al., 2004; Van Dijk et al., 2008; Van Kleef, De Dreu, & Manstead, 2004) that influence deception directly and indirectly.","T0151","2026-07-15T12:06:58.037669Z"
95,"1","1","0.5","2026-07-15T12:07:07.078126Z",228,7.887,"	 ""were able to analyse response latencies, the latter being characterised by a shape similar to what is usually reported""为中性报告言语领域 transposition梯度的反应时特征","Victims also experience adverse events as threats to their social status and power (Shnabel and Nadler 2008).","T0152","2026-07-15T12:07:07.078146Z"
96,"1","1","0.5","2026-07-15T12:07:14.454737Z",229,5.719,"	 ""the term many meant a quite different number for near and distant neighbors""为中性报告邻近/远距离邻居的数量词理解差异","Thus, these results strongly suggest that serial order is represented with absolute positional codes and support event-based theories of serial order (Henson, 1998; Lewandowsky & Farrell, 2008).","T0153","2026-07-15T12:07:14.454756Z"
97,"1","0","","2026-07-15T12:07:25.107813Z",230,32.478,"	 ""involves the feeling of bittersweet mixed affect that arises upon the recognition that a meaningful experience is ending""为中性报告poignancy情绪的核心特征","In Dulleck et al. (2011) – the study on the impact of liability and verifiability on the performance of credence goods markets – we also had an experimental condition where sellers were identifiable for buyers, allowing the latter to keep track of their experiences with a given seller.","T0154","2026-07-16T07:43:25.971843Z"
98,"1","1","1","2026-07-15T12:07:35.506392Z",231,7.505,"	 ""It is well known that information asymmetries present in credence goods markets lead to inefficiencies""为公认论断，无限定修饰","In this respect, it also relates to findings that decision makers ascribe non-pecuniary value to possessing control or power, which has only recently gained attention in economics (Fehr et al., 2013; Bartling et al., 2014).","T0155","2026-07-15T12:07:35.506403Z"
99,"1","1","0.75","2026-07-15T12:07:45.859033Z",232,7.556,"	 ""have shown that those with higher need for cognition put more cognitive effort into tasks""为肯定语气","For instance, evidence shows that individuals can be loss averse regarding items they own or expect to eceive (Kahneman et al., 1990; Ericson and Fuster, 2011).","T0156","2026-07-15T12:07:45.859049Z"
100,"1","1","1","2026-07-15T12:07:55.365796Z",233,24.451,"""interventions that restore depleted resources also improve System 2 processing""为中性报告资源恢复对系统2加工的促进作用","An additional explanation is that the retrocue works by reducing probe interference – specifically, focusing attention on a critical item during the maintenance period helps to solidify memory for that item, which makes it more resistant to interference from the probe array (Makovski et al., 2008).","T0157","2026-07-16T07:44:22.251307Z"
101,"1","1","0.75","2026-07-15T12:08:11.685473Z",234,9.701,"""provide survey evidence that low (but above minimum) wage workers are more likely to oppose minimum wage increases""为肯定语气","These findings are attributed to the depletion of glucose by both tasks, resulting in a shortage of resources to complete both of them efficiently (see e.g. Gaillot et al., 2007; Masicampo and Baumeister, 2008).","T0158","2026-07-15T12:08:11.685491Z"
102,"1","1","0.75","2026-07-15T12:08:20.791124Z",235,33.238,"	 ""novelty seeking is strongly associated with extraversion""为中性报告新奇寻求与外向性的关联","Schwarz et al. (1985) show that respondents gain information about the researcher’s expectations using numerical labels as frames of reference.","T0159","2026-07-16T07:45:06.469925Z"
103,"1","1","0.5","2026-07-15T12:08:28.287288Z",236,30.610999999999997,"	 ""their estimates are overly close to the first number""为肯定语气，报告锚定效应的经典结果","What Study 1 suggests, especially when combined with similar results from several earlier studies (Exline et al., 2008; Exline & Zell, 2009), is that a simple prime of relational or empathic motives does not seem sufficient to increase women’s forgiveness.","T0160","2026-07-16T07:45:31.580259Z"
104,"1","1","0.75","2026-07-15T12:08:50.600148Z",237,60.965,"	 ""suggests that the beneficial effects...might also be mediated by changes in respective attitude strength""为谨慎暗示，转述实施心态对任务表现的潜在中介机制","In addition, a recent study [19] found that items in fragile VSTM are not stored in a retinotopic way, but in a spatiotopic way.","T0161","2026-07-16T07:46:18.277457Z"
105,"1","1","0.5","2026-07-15T12:09:07.631325Z",238,10.372,"	 ""individuals readily recognize, identify, and distinguish such an expression of pride as a signal of social superiority""为中性报告骄傲表情的社会信号功能",", research seems to support the view that bilingualism positively influences mechanisms of cognition in terms of mental flexibility (Colzato et al. 2008; Prior & MacWhinney 2010), executive control (Costa et al.","T0162","2026-07-15T12:09:07.631344Z"
106,"1","1","0.5","2026-07-15T12:09:16.941486Z",239,27.404,"同T0048/T018，介绍概念隐喻的结构特征，非经验研究发现","These predictions were supported by the current data and are therefore compatible with the Jacoby et al. (2003) view that both item-specific control and contingency learning mechanisms play a role in ISPC effects, and are incompatible with a pure contingency account (Schmidt & Besner, 2008).","T0163","2026-07-16T07:47:00.956216Z"
107,"1","1","0.5","2026-07-15T12:09:24.808888Z",240,6.969,"	 ""it has been shown that interleaving of trials can facilitate learning""为中性报告交错学习的优势","For instance, after having expressed their disagreement with racist comments or after having expressed a preference to vote for the first Black U.S. President Barack Obama, people were more likely to endorse a White person for the job (Effron et al., 2009; Monin & Miller, 2001).","T0164","2026-07-15T12:09:24.808906Z"
108,"1","1","0.5","2026-07-15T12:09:33.529049Z",241,26.863,"介绍CRT和Whiteness分析的理论视角，非具体经验研究结论","If they stay below this threshold, they may facilitate lexical selection because they boost the activation of the picture name through spreading activation via the conceptual network (Roelofs, 2008c).","T0165","2026-07-16T07:47:46.647616Z"
109,"1","1","1","2026-07-15T12:09:41.713563Z",242,27.529,"	 ""assuming a metaphorical mapping view""为中性报告时间-空间隐喻的理论框架","Nevertheless, Husnu and Crisp (2010a) recently used an enhanced version of these instructions, reporting that it boosted the effects of imagined contact on subsequent attitudes.","T0166","2026-07-16T07:48:08.404164Z"
110,"1","1","0.75","2026-07-15T12:09:50.200205Z",243,25.819000000000003,"	 ""appears to be involved in monitoring conflicts between intended and actual responses""为中性报告ACC的冲突监测功能","Research has shown that securely attached individuals exaggerate perceived regard from their romantic partner following mortality salience, and anxiousambivalent individuals exaggerate perceived regard from their parents (Cox et al., 2008).","T0167","2026-07-16T07:48:28.589911Z"
111,"1","1","0.75","2026-07-15T12:09:59.328285Z",244,34.499,"	 ""has also been found to influence trust behavior in an economic trust game""为中性报告物理温度对信任行为的影响","This alternative hypothesis is in line with recent work by Masicampo and Baumeister (2008), which showed that decision biases can be induced by depleting cognitive resources.","T0168","2026-07-16T07:48:55.607933Z"
112,"1","1","0.5","2026-07-15T12:10:16.911052Z",245,35.849,"	 ""has been suggested that retrocued items are protected from visual interference""为谨慎暗示，转述回溯线索的潜在保护机制","Contrary to intuition (but in accordance to the theoretical analysis we develop below) subjects tend to punish more when information becomes more noisy (Grechenig, Nicklisch, & Thöni, 2010; Ambrus & Greiner, 2012).3 All three problems are closely related.","T0169","2026-07-16T07:49:15.499915Z"
113,"1","1","0.75","2026-07-15T12:10:25.441418Z",246,19.472,"	 ""why we can say that a deadline is approaching""为中性报告时间-空间隐喻的语言实证证据","Dai, Wertenbroch, and Brendl (2008) recently demonstrated that the link between scarcity and value is so overlearned that its converse also holds.","T0170","2026-07-16T07:49:40.559830Z"
114,"1","1","0.75","2026-07-15T12:10:32.020167Z",247,19.031,"	 ""has been found previously that older adults would rate their future simulations as more emotionally arousing""为中性报告老化对未来模拟情绪唤醒度的影响","Perhaps the ease with which the brand name is processed leads to a biased judgment (Tversky & Kahneman, 1973).","T0171","2026-07-16T07:49:55.765228Z"
115,"1","1","0.5","2026-07-15T12:10:37.911475Z",248,25.592,"""participants may be retrieving the response that was most frequently associated with the irrelevant dimension""为谨慎暗示，转述Flanker任务中的潜在反应提取机制","Another possible explanation is that this effect could be the consequence of resource allocation competition, as the two tasks were concurrently performed (see Baddeley et al., 2001; Liefooghe et al., 2008).","T0172","2026-07-16T07:50:17.672013Z"
116,"1","0","","2026-07-15T12:11:01.033344Z",249,46.588,"	 ""can lead them to offer less help to others, solicit less help from others""为中性报告金钱启动的亲社会行为抑制效应","Under this interpretation, our work not only provides support for Fehr, Herz, and Wilkening (2013), albeit in a different setting, but also offers behavioral explanations for this apparent desire to retain authority over decision-making.","T0173","2026-07-16T07:50:45.379823Z"
117,"1","1","0.5","2026-07-15T12:11:17.035822Z",250,13.2,"	 ""this study reveals that both definitely lived and indefinitely lived markets have price convergences""为中性报告不同市场类型的定价收敛特征","Framing theory argues that communicators shape interpretation by selecting and emphasizing particular aspects of reality (Ent-man et al., 1993), while decision-framing studies show that equivalent descriptions can systematically alter judgments (Tversky and Kahneman, 1981).","T0174","2026-07-15T12:11:17.035844Z"
118,"1","1","0.75","2026-07-15T12:11:29.367310Z",251,31.497,"""when individuals are asked to think about their past selves in an unfavorable light, they attempt to psychologically distance their current selves""为中性报告负面过去自我的心理距离调节策略","Specifically, Ifcher and Zarghamee (2011) demonstrated that mild positive affect significantly reduced impulsivity in intertemporal choice.","T0175","2026-07-16T07:51:35.222949Z"
119,"1","1","0.5","2026-07-15T12:11:36.249970Z",252,6.033,"	 ""we find that the opposite occurs for future events""为中性报告动机对未来事件时间距离的反向影响","This may imply that the level of acceptance of dynamic pricing by consumers might differ depending on the extent to which they perceive the product as being essential (Cacioppo, Petty and Morris, 1983).","T0176","2026-07-15T12:11:36.249993Z"
120,"1","1","0.5","2026-07-15T12:11:43.207608Z",253,6.167,"	 ""rely less heavily on ease of processing as a cue to assess future memory performance""为中性报告元记忆判断的依据差异","Following one’s own wrongdoing, we argue, there is a twin threat to one’s social acceptance by valued others and to one’s own sense of moral self-integrity (Shnabel & Nadler, 2008).","T0177","2026-07-15T12:11:43.207626Z"
121,"1","1","1","2026-07-15T12:11:54.185771Z",254,24.383000000000003,"	 ""more changes can be detected when using a partial-report paradigm""为中性报告部分报告范式对变化检测的提升效应","Importantly, non-stereotyped group members also commonly experience threat responses during interactions with negatively stereotyped others, particularly when they first meet (e.g., Blascovich et al. 2001, Goff et al. 2008).","T0178","2026-07-16T07:52:30.681071Z"
122,"1","1","0.5","2026-07-15T12:12:03.986816Z",255,25.073,"	 ""individuals may prefer to experience emotions such as anger or anxiety to enhance their performance""为谨慎暗示，转述情绪的工具性功能","Thus, although elaboration can be a useful tool in experimental imagined contact research (Husnu & Crisp, 2010), it may be less central in everyday intergroup situations.","T0179","2026-07-16T07:52:50.320250Z"
123,"1","1","1","2026-07-15T12:12:19.545546Z",256,36.166,"	 ""there is a high variability in the acquiescent responding among younger study participants""为中性报告年轻被试的默认应答偏差特征",", excitement), and instead choose to listen to music that will increase their anger (Tamir et al., 2008).","T0180","2026-07-16T07:53:12.589728Z"
124,"1","1","0.75","2026-07-15T12:12:28.413910Z",257,24.857999999999997,"	 ""these positional representations are assumed to be multidimensional in nature""为中性报告位置表征的多维性假设","Although the concept of time can be grasped with relative difficulty because of the lack of a dedicated sensory system, converging evidence indicates that time is often mapped onto the more concrete and experiencebased concept of space (see Boroditsky, 2000).","T0181","2026-07-16T07:53:31.735295Z"
125,"1","1","0.75","2026-07-15T12:12:38.475434Z",258,27.101,"	 ""manipulating the levels of proactive control...results in a contingency learning of specific colour-word associations""为中性报告主动性控制对 contingence学习的促进作用","Regarding the former, research on adults reveals that the physical distance between participants and members of an outgroup is indicative of participants’ attitudes toward the outgroup (Kawakami et al., 2007; Goff et al., 2008).","T0182","2026-07-16T07:53:53.052530Z"
126,"1","1","1","2026-07-15T12:12:47.073321Z",259,32.296,"	 同T0081/T0181，中性报告依恋关系的死亡焦虑缓冲作用","In an earlier contribution, Ambrus and Greiner (2012) find in a repeated public goods game that in a perfect monitoring environment, increasing the severity of the potential punishment monotonically increases efficiency, while with imperfect monitoring the relationship is U-shaped.","T0183","2026-07-16T07:54:18.825541Z"
127,"1","1","0.5","2026-07-15T12:12:56.765985Z",260,6.326,"""events are perceived to be temporally proximal when they are concrete""为中性报告事件具体性对时间距离的影响","Nevertheless, Kirchler et al. (2012); Huber and Kirchler (2012) argue that the nonfundamental outcomes in these experiments are due tomisunderstanding: subjects may be simply confused by the declining fundamental price.","T0184","2026-07-15T12:12:56.766000Z"
51,"1","1","0.5","2026-07-15T11:52:06.321042Z",261,1235.875,"本文作者自述结果，非先前研究发现","Today, recognition of the interpersonal function of emotions (e.g., Morris and Keltner 2002; Van Kleef, De Dreu, and Manstead 2004; Van Kleef et al. 2006; Van Dijk et al. 2008) suggests that expressions of guilt—conveying empathy, taking responsibility, and apologizing—can constructively influence the other side and accelerate reconciliation.","T0185","2026-07-16T07:55:01.945530Z"
128,"1","1","1","2026-07-15T12:13:08.472414Z",262,30.144000000000002,"""find that a back-of-queue policy produces results akin to having no penalty""为中性报告排队政策的等效性结果","Thus, the subordinate details associated with each specific unit must be considered, even independent of more abstract or global details at this stage (Förster et al., 2008).","T0186","2026-07-16T07:55:22.978265Z"
129,"1","1","0.5","2026-07-15T12:13:15.234884Z",263,5.868,"	 ""have been found to promote materialism""为中性报告金钱启动的物质主义效应","The absence of invariance in this scale may be due to the presence of extreme mean scores [86] for heterosexual, bisexual, and gay people.","T0187","2026-07-15T12:13:15.234900Z"
130,"1","1","0.75","2026-07-15T12:13:24.008494Z",264,24.103,"描述制度预期，非先前研究结论转述","Previous research has demonstrated that texts that are disfluent (difficult to read) can increase abstract construal of the text itself (Alter & Oppenheimer, 2008) and a more critical, careful analysis of its content (Song & Schwarz, 2008).","T0188","2026-07-16T07:55:59.781875Z"
