"annotation_id","annotator","assert","certainty","created_at","id","lead_time","note","sentence","task_id","updated_at"
55,"2","1","0","2026-07-15T09:27:27.063870Z",105385,19.754,"","Sometimes, these superficial judgments can be quite accurate and predictive of important real-world outcomes [e.g., Rule and Ambady, 2008].","T0014","2026-07-15T09:27:27.063882Z"
56,"2","1","0","2026-07-15T09:28:21.803756Z",105386,52.992,"","4Goeree and Holt (2001) and Chen and Chen (2011) provide evidence that even when played in pairs subjects may be unable to reach efficient outcomes provided the costs of higher effort are large enough or the game is repeated with different partners.","T0015","2026-07-15T09:28:21.803769Z"
57,"2","1","0.25","2026-07-15T09:29:07.600479Z",105387,85.449,"","In a similar vein, Schmidt and Besner (2008) suggested that because PC is confounded with contingency, a stimulus-response contingency-learning process may account for the ISPC effect.","T0016","2026-07-15T09:29:50.795826Z"
58,"2","0","","2026-07-15T09:30:47.929077Z",105388,49.44,"","The Needs-Based Model of Reconciliation argues that conflict leaves groups’ identities impaired.","T0017","2026-07-15T09:30:47.929089Z"
59,"2","1","0.5","2026-07-15T09:31:21.412154Z",105389,31.742,"","As noted above, natural sampling is often considered a remedy for biases introduced by selective sampling because it enables learners to “conserve the properties of the universe” (Fiedler, 2008), such that the distribution of the sample will mirror the distribution of the source in an unbiased fashion.","T0018","2026-07-15T09:31:21.412172Z"
60,"2","1","0.5","2026-07-15T09:33:02.833151Z",105390,65.4,"","After an initial act of self-control, a reduction in such brain potentials mediated the decline in performance on a subsequent task (Inzlicht & Gutsell, 2007).","T0019","2026-07-15T09:33:02.833164Z"
61,"2","1","0.25","2026-07-15T09:33:37.426256Z",105391,32.6,"","However, as the results presented by Dulleck et al. (2011) suggest, this theoretical possibility is irrelevant in an experiment.","T0020","2026-07-15T09:33:37.426271Z"
62,"2","1","0.5","2026-07-15T09:34:04.782369Z",105392,26.17,"","This is comparable to Kessler and Roth (2012) where 36 percent register as a donor in the baseline treatment and 74 percent in the priority treatment.","T0021","2026-07-15T09:34:04.782385Z"
63,"2","1","0.75","2026-07-15T09:34:33.300621Z",105393,27.014,"","Nosek et al. (2002) showed that both explicit and implicit attitudes predict performance.","T0022","2026-07-15T09:34:33.300635Z"
64,"2","1","0.5","2026-07-15T09:35:10.269615Z",105394,35.387,"","Recognition rates for the basic emotions were generally lower than have been previously found in the United States and higher than recognition rates found in Burkina Faso [24][22].","T0023","2026-07-15T09:35:10.269628Z"
65,"2","1","1","2026-07-15T09:35:41.787527Z",105395,28.269,"","Specifically, low Disinhibition via FFM Agreeableness and Conscientiousness as well as low Negative Emotionality or FFM Neuroticism is captured by Alpha/Stability whereas Positive Emotionality or FFM Extraversion is captured by Beta/Plasticity [17,4].","T0024","2026-07-15T09:35:41.787541Z"
66,"2","1","0.5","2026-07-15T09:36:17.012677Z",105396,33.666,"","Liefooghe and colleagues (Liefooghe et al., 2008) concluded that the effect of task-switching on concurrent maintenance of information in working memory did not necessarily rely on specific task reconfiguration processes but instead from a combination of simple and more fundamental attention demanding processes.","T0025","2026-07-15T09:36:17.012692Z"
67,"2","1","0.25","2026-07-15T09:36:56.184629Z",105397,37.453,"","Executives in the moral cleansing mode tend to direct their attention toward the interests and welfare of those who were harmed by their excessive pay (e.g., employees, shareholders, and society in general) (Carnevale & Gangloff, 2023; Shnabel & Nadler, 2008).","T0026","2026-07-15T09:36:56.184638Z"
68,"2","1","1","2026-07-15T09:37:26.645379Z",105398,21.911,"","Another known effect is that if there is a blank in the T1+1 position instead of a distractor, the AB is decreased, but not when it is in the T1+2 position ( Chun & Potter, 1995; Raymond et al., 1992).","T0027","2026-07-15T09:37:26.645396Z"
69,"2","1","1","2026-07-15T09:37:55.410885Z",105399,27.189,"","The greater the cognitive ability, the more systematic the information processing whereas the lower the cognitive ability, the higher the possibility of heuristic-based information processing [61].","T0028","2026-07-15T09:37:55.410896Z"
70,"2","1","1","2026-07-15T09:38:38.299882Z",105400,41.523,"","The concept was brought to attention by Monin and Miller (2001), and takes into account the fact that a person is able to have behaviors of dubious morality as a result of a first value / moral behavior.","T0029","2026-07-15T09:38:38.299898Z"
71,"2","0","","2026-07-15T09:39:21.928076Z",105401,41.981,"","Dual-process theories (Oberauer, 2008; Yonelinas, 2002) assume that recognition is based on two sources of information: familiarity and recollection.","T0030","2026-07-15T09:39:21.928087Z"
72,"2","1","0","2026-07-15T09:42:07.219057Z",105402,163.734,"","In fact, past perpetration can substantially increase the need of perpetrator group members to be (morally) accepted by the victim group (Shnabel & Nadler, 2008), potentially intensifying the fear of (moral) rejection.","T0031","2026-07-15T09:42:07.219073Z"
73,"2","1","0.75","2026-07-15T09:42:39.834267Z",105403,31.076,"","Indeed, the role of inhibitory control in the AB has also been also demonstrated in a recent bilingual study (Colzato et al., 2008).","T0032","2026-07-15T09:42:39.834279Z"
74,"2","1","0.5","2026-07-15T09:43:05.860577Z",105404,24.884,"","Recent terror management research has found that family c n temper the affect of mortality salience (Cox et al., 2008; Zhou, Liu, Chen, & Yu, 2008).","T0033","2026-07-15T09:43:05.860591Z"
75,"2","1","0.25","2026-07-15T09:43:35.708029Z",105405,26.899,"","For example, late middle childhood appears to be the lower bound for obtaining psychometrically sound self-reports on most trait measures (Allik et al. 2004, Capaldi & Rothbart 1992, De Fruyt et al. 2000, Soto et al. 2008).","T0034","2026-07-15T09:43:35.708045Z"
76,"2","1","0.5","2026-07-15T09:44:02.258163Z",105406,25.213,"","People tend to be more critical of a distant past self than a recent past self (Wilson & Ross, 2001), and research shows that the subjective feeling of temporal distance can be more powerful than actual clock or calendar time (Ross & Wilson, 2002; Wilson & Ross, 2003).","T0035","2026-07-15T09:44:02.258177Z"
77,"2","1","1","2026-07-15T09:45:50.995687Z",105407,71.237,"","These attachments to early caregivers become a proxy for existential safety well into adulthood, protecting individuals from existential anxieties and promoting feelings of self-worth (Cox et al., 2008).","T0036","2026-07-15T09:45:50.995702Z"
78,"2","1","0.25","2026-07-15T09:46:32.066154Z",105408,38.969,"","Findings also suggest that people project their own felt communal responsiveness onto partners, thus perceiving partners to be just as caring and supportive as they themselves are (Lemay & Clark, 2008).","T0037","2026-07-15T09:46:32.066166Z"
79,"2","1","0.5","2026-07-15T09:47:09.642484Z",105409,35.31,"","A growing body of evidence shows that round listing prices (or offers) usually put the seller at a disadvantaged position in negotiations compared to precise listing prices (Janiszewski and Uy 2008; Loschelder, Stuppi, and Trotschel 2014; Mason et al. 2013).","T0038","2026-07-15T09:47:09.642498Z"
80,"2","1","0.75","2026-07-15T09:48:10.335359Z",105410,20.952,"","Schwarz et al. (1985) lieten zien dat de respondent uit de antwoordcategorieën afleidde wat ‘normaal’ was, wat de onderzoeker als antwoord verwachtte.","T0039","2026-07-15T09:48:10.335372Z"
81,"2","1","0","2026-07-15T09:48:31.506923Z",105411,19.313,"","Emotional expressions provide information to wrongdoers that can be used as feedback to make inferences about their past behaviors, and motivate them to correct their future behavior (Van Kleef 2009).","T0040","2026-07-15T09:48:31.506935Z"
82,"2","1","0.5","2026-07-15T09:48:46.605717Z",105412,14.063,"","Amodio et al. (2008) found that, compared to other individuals, high IMS–low EMS individuals showed heightened conflict detection following stereotypical errors on the Weapons Identification Task (Payne, 2001).","T0041","2026-07-15T09:48:46.605730Z"
83,"2","1","0.25","2026-07-15T09:49:04.022762Z",105413,16.458,"","Prior research based on single goal contexts suggests that it is critical to engage in background monitoring to prevent interference and proactively detect task-irrelevant stimuli that may lead to interruptions (Goschke & Dreisbach, 2008).","T0042","2026-07-15T09:49:04.022773Z"
84,"2","1","1","2026-07-15T09:49:21.627089Z",105414,16.375,"","For example, lay theories regarding other people do not view them as evolving into better people (Ross & Wilson, 2002).","T0043","2026-07-15T09:49:21.627103Z"
85,"2","0","","2026-07-15T09:49:59.072600Z",105415,36.262,"","As expected, and in accordance with Janssen et al. (2008), we obtained a robust frequency effect in immediate naming, which disappeared in delayed naming (Frequency SOA interaction in the analysis of naming latencies): F1(1, 30) 39.58, p .001, MSE 1,608.33; F2(1, 38) 11.75, p .01, MSE 6,712.10.","T0044","2026-07-15T09:49:59.072617Z"
86,"2","1","0.5","2026-07-15T09:50:22.442563Z",105416,22.339,"","Additionally, Mundy et al. (2007) suggest that comparison driven differentiation is the result of short term adaptation or habituation and Mitchell et al. (2008) assert that higher level memory mechanisms are involved in the representation of a stimulus.","T0045","2026-07-15T09:50:22.442576Z"
87,"2","1","0.75","2026-07-15T09:50:46.222636Z",105417,22.957,"","Experimental studies have demonstrated the effect of reference point formation on effort provision ((Abeler et al., 2011)), the pricing of securities ((Kahneman et al., 1991)) and consumer products ((Ericson and Fuster, 2011)).","T0046","2026-07-15T09:50:46.222649Z"
88,"2","1","0.5","2026-07-15T09:51:51.302580Z",105418,63.778,"","On the one hand, Rule and Ambady (2008) found inferences from CEOs’ facial appearance do not only provide information about objective performance but are also significantly related to company profits.","T0047","2026-07-15T09:51:51.302594Z"
89,"2","1","0.5","2026-07-15T09:52:22.841178Z",105419,30.422,"","A conceptual metaphor mapping is typically unidirectional [40] and moves from a concrete or physical source to a more abstract target [9,24,40] (Fig.","T0048","2026-07-15T09:52:22.841195Z"
90,"2","1","0.25","2026-07-15T09:54:44.884431Z",105420,140.646,"","This also supports the idea that differences in measurement alone cannot account for the automatic–reflective distinction (e.g., Cunningham et al., 2001; Greenwald & Farnham, 2000; Hofmann et al., 2005; Nosek & Smith, 2007; Payne et al., 2008; Schultheiss, Yankova, Dirlikov, & Schad, 2009).","T0049","2026-07-15T09:54:44.884445Z"
91,"2","0","","2026-07-15T09:55:06.881826Z",105421,20.553,"","In turn, this idea led to the theory (Vul and Pashler, 2008) that when we observe the wisdom of the crowd, what we are witness to is not a phenomenon working on a judgment distribution formed by people who are certain, and who would form the same distribution if asked to judge again.","T0050","2026-07-15T09:55:06.881841Z"
92,"2","1","0.5","2026-07-15T09:55:31.855010Z",105422,23.196,"","It is interesting to note that related speech produced more intrusions from the irrelevant speech when presented during the presentation phase of the task in comparison to the test phase of the task in the study by Marsh et al. (2008).","T0051","2026-07-15T09:55:31.855027Z"
93,"2","1","0.5","2026-07-15T09:55:58.450468Z",105423,24.278,"","Some of them found a negative (e.g., Soto et al., 2008) correlation, and others a positive correlation (e.g., Costello & Roodenburg, 2015; Meisenberg & Williams, 2008) between these two variables.","T0052","2026-07-15T09:55:58.450482Z"
94,"2","0","","2026-07-15T09:56:19.080306Z",105424,18.823,"","To test this, we calculated the benefit of averaging by subtracting the square error of average estimates from the square error of first estimates (similar procedures have been used before; Herzog & Hertwig, 2009; Steegen et al., 2014; Vul & Pashler, 2008).","T0053","2026-07-15T09:56:19.080317Z"
95,"2","1","0.25","2026-07-15T09:56:48.596386Z",105425,27.644,"","They concluded that subjects answering the scale might be using the response alternatives as a comparison for their answer instead of the actual meaning of hours in the options [18].","T0054","2026-07-15T09:56:48.596398Z"
96,"2","1","0","2026-07-15T09:57:16.294163Z",105426,25.891,"","In other circumstances, the unchosen option can (slightly or heavily) attract the hand movement, and so the curvature of trajectories increases (Grant & Spivey, 2003; McKinstry et al., 2008; Song & Nakayama, 2009).","T0055","2026-07-15T09:57:16.294179Z"
97,"2","0","","2026-07-15T09:57:41.597023Z",105427,24.055,"","In this paper I argue that among the psychological roots of this lack of confidence there is a kind of intuitive thinking that can be traced back to a specific superstitious belief: the superstitious belief that “it is bad luck to tempt fate” (Risen & Gilovich, 2007, 2008).","T0056","2026-07-15T09:57:41.597038Z"
98,"2","1","0.25","2026-07-15T09:58:09.213248Z",105428,23.403,"","For instance, it has been suggested that there is no clear dissociation between explicit and implicit memory systems (Berry et al. 2008; Dew and Cabeza 2011) and that consciousness does not always accompany episodic memory retrieval (Hannula and Ranganath 2009; Henke 2010).","T0057","2026-07-15T09:58:09.213268Z"
99,"2","1","0.25","2026-07-15T09:58:48.833974Z",105429,25.13,"","Ifcher and Zarghamee (2011) finds a positive effect on time preferences—happier people tend to be more patient.","T0058","2026-07-15T09:58:48.833987Z"
100,"2","1","0.5","2026-07-15T09:59:14.639215Z",105430,24.437,"","In contrast, Janssen et al. (2008) obtained semantic interference in delayed naming when participants had to decide between naming the picture or reading the distractor word aloud depending on its ink colour.","T0059","2026-07-15T09:59:14.639230Z"
101,"2","1","1","2026-07-15T09:59:41.657419Z",105431,25.308,"","In this respect, tests administered to samples of low educational levels, low intelligence or adolescents and pre-adolescents have the worst fi ts to the fi ve factor model of personality (Meisenberg & Williams, 2008; Rammstedt et al., 2010; Rammstedt & Kemper, 2011; Soto et al., 2008).","T0060","2026-07-15T09:59:41.657431Z"
102,"2","1","0.5","2026-07-15T10:00:16.471349Z",105432,32.917,"","Finally, Ifcher and Zarghamee (2011) find that inducing mild positive affect using a video clip leads to more patient decisions involving income receipt over time.","T0061","2026-07-15T10:00:16.471364Z"
103,"2","1","1","2026-07-15T10:00:40.626461Z",105433,23.184,"","Similarly, holding a heavy (vs. light) Frontiers in Psychology | www.frontiersin.org July 2015 | Volume 6 | Article 9402 object heightens the perceived significance of an object or the weight of a topic (Jostmann et al., 2009; Schneider et al., 2011).","T0062","2026-07-15T10:00:40.626474Z"
104,"2","1","0.75","2026-07-15T10:01:04.359344Z",105434,22.462,"","Goff, Steele, and Davies (2008) show that whites experience a lot of anxiety about 41 appearing racist and that this effect is lessened only when they can perceive the interaction as a safe, learning opportunity.","T0063","2026-07-15T10:01:04.359355Z"
105,"2","0","","2026-07-15T10:01:24.598443Z",105435,18.438,"","However, as we show later, encoding conditions exist in which SOB and C-SOB predict a nonmonotonic rather than a monotonic primacy gradient.","T0064","2026-07-15T10:01:24.598455Z"
106,"2","1","0.5","2026-07-15T10:01:56.420755Z",105436,30.642,"","It has been demonstrated that the self-inferences that participants make can then influence later self-judgments—for example, “I might not do well in school this term” (Haddock, 1998; Olson & Ross, 1984; Schwarz et al., 1985; Schwarz & Scheuring, 1989).","T0065","2026-07-15T10:01:56.420765Z"
107,"2","0","","2026-07-15T10:02:18.880853Z",105437,20.599,"","Since C-SOB appears to be the only existing theory that provides a principled, quantitative account of the mixed-sequence advantage, we conclude that in verbal short-term memory item similarity effects involve a combination of similarity-sensitive encoding and similarity-sensitive retrieval.","T0066","2026-07-15T10:02:18.880867Z"
108,"2","1","0.5","2026-07-15T10:03:05.432634Z",105438,36.497,"","Physicians are commonly assumed to be better informed than their patients (e.g., Dulleck and Kerschbamer, 2006; Dulleck et al., 2011), allowing for moral hazard (e.","T0067","2026-07-15T10:03:05.432647Z"
109,"2","1","1","2026-07-15T10:03:39.093292Z",105439,28.207,"","Murray et al. (2008), people with low self-esteem prioritize self-protection goals in close relationships.","T0068","2026-07-15T10:03:39.093307Z"
110,"2","1","1","2026-07-15T10:04:29.094413Z",105440,48.544,"","Second, patients lack the expertise to assess service quality independently because medical services are typical credence goods [14], and the inherent information asymmetry makes it difficult for patients to evaluate the utility of these services both before and after consumption [55].","T0069","2026-07-15T10:04:29.094431Z"
111,"2","1","0.5","2026-07-15T10:04:56.203983Z",105441,25.873,"","Existing research has shown that positive, pleasant and successful experiences are stored temporally closer to the present (Dickson & Bates, 2005; Ross & Wilson, 2002).","T0070","2026-07-15T10:04:56.203999Z"
112,"2","1","0.5","2026-07-15T10:08:51.539492Z",105442,74.178,"","Such age-related changes in constructing the future have been correlated with episodic (e.g., memory deficits, Addis et al., 2008) and non-episodic factors (e.g., narrative style, Gaesser et al., 2011).","T0071","2026-07-15T10:08:51.539505Z"
113,"2","1","0","2026-07-15T10:09:37.325222Z",105443,44.461,"","In situations that put trust in the partner’s caring in question, unfulfilled desires for connection should heighten low self-esteem people’s attention to internal cues that suggest connecting to the partner is still possible (DeWall, Maner, & Rouby, 2009; Gardner, Pickett, & Brewer, 2000; Murray et al., 2008).","T0072","2026-07-15T10:09:37.325235Z"
114,"2","1","0","2026-07-15T10:10:32.476261Z",105444,53.666,"","Förster, Liberman, and Kuschel (2008) proposed that since high level construals facilitate the use of broad inclusive categories, such construals should make one likely to include the context and the target in the same category, with assimilation as a result.","T0073","2026-07-15T10:10:32.476283Z"
154,"2","1","1","2026-07-15T10:33:46.517437Z",105445,218.564,"","The varying degrees of involvement determine a consumer’s route choice when processing information, according to Cacioppo et al. (1983).","T0074","2026-07-15T10:33:46.517453Z"
155,"2","1","0.75","2026-07-15T10:34:26.501110Z",105446,37.985,"","Indeed, a great deal of research has shown, for example, that whether responses or preferences are assessed with different formats or endpoint labeling can bias judgments in systematic ways (Fischer and Hawkins 1993; Schwarz et al. 1985; Slovic, Griffin, and Tversky 1990; Spence 1990; Thomas and Kyung 2019).","T0075","2026-07-15T10:34:26.501126Z"
156,"2","0","","2026-07-15T10:34:56.650102Z",105447,28.709,"","In the previous section, we discussed how we set up the experiment resembling the design by Kirchler et al. (2012).","T0076","2026-07-15T10:34:56.650120Z"
193,"2","1","0.5","2026-07-15T11:05:07.645715Z",105448,34.238,"","By contrast, if a past self is evaluated negatively, people often try to contrast away from it by construing their past self as dissimilar to their present self (e.g., Ross & Wilson, 2002; Wilson et al., 2009; Wilson & Ross, 2001).","T0077","2026-07-15T11:05:07.645727Z"
194,"2","1","0.25","2026-07-15T11:05:40.385046Z",105449,31.388,"","This is because the information to be expressed in the noun and in the adjective is presented in the same location and is therefore likely to be attended in parallel (e.g., DeSchepper & Treisman, 1996; Roelofs, 2008b; Wühr & Frings, 2008).","T0078","2026-07-15T11:05:40.385058Z"
195,"2","1","1","2026-07-15T11:06:07.211084Z",105450,25.579,"","Finally, numeric group representation directly affects collective and intergroup outcomes, such as trust [14] and intergroup integration preferences [38].","T0079","2026-07-15T11:06:07.211095Z"
196,"2","1","0","2026-07-15T11:06:35.489678Z",105451,27.439,"","Tversky and Kahneman (1973, 1974) have suggested that ideas that come to mind first or most easily may influence judgment.","T0080","2026-07-15T11:06:35.489691Z"
197,"2","1","1","2026-07-15T11:07:05.730069Z",105452,28.894,"","Parental, spousal, romantic, and friendly relationships act as buffering mechanisms against death anxiety (Cox et al., 2008; Florian et al., 2002; Mikulincer et al., 2003), so it is reasonable to assume that the therapeutic dyad also acts as a potential factor in the diminishment of death anxiety.","T0081","2026-07-15T11:07:05.730082Z"
198,"2","0","","2026-07-15T11:07:45.927626Z",105453,38.349,"","But the ostraphobia (Eriksson & Simpson, 2011) and last place aversion (Kuziemko et al., 2011) arguments on which we based our predictions posit an aversion to being alone at the bottom of a rank or distribution.","T0082","2026-07-15T11:07:45.927636Z"
199,"2","1","0.5","2026-07-15T11:08:24.154801Z",105454,36.294,"","Masicampo and Baumeister (2008) found the effect of a sugary drink was greatest when both groups started with lower glucose levels, and the Stroop test depletes glucose (Gailliot et al., 2007).","T0083","2026-07-15T11:08:24.154814Z"
200,"2","1","0.5","2026-07-15T11:09:06.200436Z",105455,40.96,"","This finding is consistent with that of Fischer et al. (2008), who report that the effect of selective exposure is more pronounced when more signals are available.","T0084","2026-07-15T11:09:06.200451Z"
201,"2","1","0.25","2026-07-15T11:09:33.208549Z",105456,25.396,"","Even more important for the current set of studies is that one of the effects that failed to replicate was the impact of the American flag on conservatism 69 (re: Carter et al., 2011a).","T0085","2026-07-15T11:09:33.208564Z"
202,"2","0","","2026-07-15T11:10:09.053126Z",105457,31.586,"","Thus, with regard to the critical delayed naming condition, we obtained the same data pattern with the English materials taken from Janssen et al. (2008) as we had observed with German materials in Experiments 1 through 4.","T0086","2026-07-15T11:10:09.053136Z"
203,"2","1","0.75","2026-07-15T11:10:38.105306Z",105458,27.163,"","For instance, Chartrand and Bargh (1996) demonstrated that a general impression formation goal could be primed; Albarracin et al. (2008) also demonstrated that activating general action or inaction goals influenced behavioral outcome (doodling on a piece of paper) as well as cognitive outcomes (recall performance; problem solving).","T0087","2026-07-15T11:10:38.105319Z"
204,"2","1","0.75","2026-07-15T11:11:07.008291Z",105459,27.478,"","Some studies, which more directly manipulated attention, have shown that when attention is directed away, ensemble coding of low-level features can still be established [4, 12, 13].","T0088","2026-07-15T11:11:07.008302Z"
205,"2","0","","2026-07-15T11:11:37.025859Z",105460,29.007,"","Essentially, the idea is that a non-conflict process such as contingency learning will not be merely additive with conflict-induced ones (Schmidt & Besner, 2008) but its availability in MI conditions may actually determine whether conflict-induced processes are used at all in those conditions.","T0089","2026-07-15T11:11:37.025872Z"
206,"2","1","0.75","2026-07-15T11:12:12.265928Z",105461,33.151,"","Given the experimental evidence indicating mild positive affect reduces time preference with respect to money (Ifcher and Zarghamee 2011) and the link between physical activity and psychological well-being, it is crucial to control for some measure of psychological well-being.","T0090","2026-07-15T11:12:12.265940Z"
207,"2","1","1","2026-07-15T11:12:41.391996Z",105462,27.777,"","The tendency to perceive similarity between oneself and one’s close partners is motivated by a desire to feel positively about one’s close relationships in the face of an imperfect reality (Lemay & Clark, 2008; Murray et al., 2002).","T0091","2026-07-15T11:12:41.392006Z"
208,"2","1","0","2026-07-15T11:13:11.700195Z",105463,29.3,"","In fact, sad or negative endings may enhance meaningfulness, and thereby appreciation, by encouraging rumination of one’s mortality (Ersner-Hershfield et al., 2008; Hofer, 2013).","T0092","2026-07-15T11:13:11.700214Z"
209,"2","0","","2026-07-15T11:14:47.359227Z",105464,94.425,"","Importantly, the assumption that contingency learning is the only source of PC effects (Schmidt & Besner, 2008) implies that no PC effects should be observed in PC manipulations that control for contingency learning operations.","T0093","2026-07-15T11:14:47.359241Z"
210,"2","0","","2026-07-15T11:15:33.652611Z",105465,26.033,"","Interestingly, similar to studies of recognition memory, recall performance in aging has been characterized by loss of specific details and emphasis on information that capture the central idea of an experience (Addis et al. 2008).","T0094","2026-07-15T11:15:33.652626Z"
211,"2","1","0.5","2026-07-15T11:15:53.863279Z",105466,19.323,"","In particular, the need for agency, has been found to be deprived in group members that suffered from violent or structural forms of victimization 16–18 .","T0095","2026-07-15T11:15:53.863296Z"
212,"2","0","","2026-07-15T11:16:11.529155Z",105467,16.482,"","An alternative way to capture future thinking is to use performance-based assessments that capture the quality of each individual future thought imagined, as often done within cognitive psychology (e.g., Addis et al., 2008; Levine et al., 2002).","T0096","2026-07-15T11:16:11.529166Z"
213,"2","0","","2026-07-15T11:16:40.548553Z",105468,22.828,"","For instance, participants in three of the five experiments reported by Caruso et al. (2013) may have been more inclined to have positive views about money because they were enrolled at the University of Chicago, an institution with a reputation for achievements in economics.","T0097","2026-07-15T11:16:40.548567Z"
214,"2","1","0.5","2026-07-15T11:17:00.515967Z",105469,18.806,"","For instance, Alvarez and Oliva (2008) asked subjects to perform a difficult multiple-object tracking task and found that observers were much more accurate at localizing the centroid of the distracter objects than reporting on the position of any individual distracter.","T0098","2026-07-15T11:17:00.515992Z"
215,"2","0","","2026-07-15T11:17:26.810321Z",105470,25.399,"","We argue that LGBTQ + individuals will be more attracted to organizations with an identity-conscious approach compared to an identity-blind approach because this will signal a more identity safe environment to them (Chaney et al., 2016; Howansky et al., 2021; Purdie-Vaughns et al., 2008).","T0099","2026-07-15T11:17:26.810333Z"
216,"2","1","0.5","2026-07-15T11:18:00.511105Z",105471,30.795,"","When elaboration is relatively moderate, the multiple roles framework suggests that variables will likely influence the amount of processing, such as was observed when important values were paired with a message (Blankenship & Wegener, 2008).","T0100","2026-07-15T11:18:00.511118Z"
217,"2","1","0.75","2026-07-15T11:18:32.544853Z",105472,31.09,"","Communicating explicitly that diversity is valued is another strategy that can lessen stereotype threat and promote inclusivity (10).","T0101","2026-07-15T11:18:32.544866Z"
218,"2","0","","2026-07-15T11:19:23.218367Z",105473,49.523,"","This perception of precarious positionality within and between groups may activate fears of being in last place (i.e., last place aversion 19 ) and may stoke a general sense of victimization that others have argued can lead to hierarchy-enhancing efforts 20,21 .","T0102","2026-07-15T11:19:23.218377Z"
219,"2","1","0.75","2026-07-15T11:20:00.907465Z",105474,36.636,"","Similarly, studies measuring hand and eye movements show that attitudes and preferences are dynamically constructed over the course of a trial (20, 29, 30).","T0103","2026-07-15T11:20:00.907476Z"
220,"2","1","0.5","2026-07-15T11:20:24.094484Z",105475,22.13,"","Alvarez and Oliva (2008) even found that all presented items had to be included in their average to achieve the observed precision of observers ’ averaging performance.","T0104","2026-07-15T11:20:24.094495Z"
